mesh_file	system	layer	fma_id	label
FJ2514.obj	respiratory	organ	FMA68212	right anterior segmental bronchial tree
FJ2515.obj	respiratory	organ	FMA68213	right posterior segmental bronchial tree
FJ2516.obj	respiratory	organ	FMA68213	right posterior segmental bronchial tree
FJ2517.obj	respiratory	organ	FMA68213	right posterior segmental bronchial tree
FJ2518.obj	respiratory	organ	FMA68213	right posterior segmental bronchial tree
FJ2519.obj	respiratory	organ	FMA68213	right posterior segmental bronchial tree
FJ2520.obj	respiratory	organ	FMA68211	right apical segmental bronchial tree
FJ2521.obj	respiratory	organ	FMA68211	right apical segmental bronchial tree
FJ2522.obj	respiratory	organ	FMA68211	right apical segmental bronchial tree
FJ2523.obj	respiratory	organ	FMA68211	right apical segmental bronchial tree
FJ2524.obj	respiratory	organ	FMA68211	right apical segmental bronchial tree
FJ2525.obj	respiratory	organ	FMA68211	right apical segmental bronchial tree
FJ2526.obj	respiratory	organ	FMA68211	right apical segmental bronchial tree
FJ2527.obj	respiratory	organ	FMA68233	left posterior basal segmental bronchial tree
FJ2528.obj	respiratory	organ	FMA68233	left posterior basal segmental bronchial tree
FJ2529.obj	respiratory	organ	FMA68233	left posterior basal segmental bronchial tree
FJ2530.obj	respiratory	organ	FMA68233	left posterior basal segmental bronchial tree
FJ2531.obj	respiratory	organ	FMA68233	left posterior basal segmental bronchial tree
FJ2532.obj	respiratory	organ	FMA68232	left lateral basal segmental bronchial tree
FJ2533.obj	respiratory	organ	FMA68232	left lateral basal segmental bronchial tree
FJ2534.obj	respiratory	organ	FMA68232	left lateral basal segmental bronchial tree
FJ2535.obj	respiratory	organ	FMA68231	left anterior basal segmental bronchial tree
FJ2536.obj	respiratory	organ	FMA68231	left anterior basal segmental bronchial tree
FJ2537.obj	respiratory	organ	FMA68230	left medial basal segmental bronchial tree
FJ2538.obj	respiratory	organ	FMA68231	left anterior basal segmental bronchial tree
FJ2539.obj	respiratory	organ	FMA7395	right main bronchus
FJ2540.obj	respiratory	organ	FMA68226	superior lingular bronchial tree
FJ2541.obj	respiratory	organ	FMA7394	trachea
FJ2542.obj	musculoskeletal	muscle	FMA46444	left coccygeus
FJ2543.obj	musculoskeletal	muscle	FMA9579	perineum
FJ2547.obj	musculoskeletal	muscle	FMA46443	right coccygeus
FJ2548.obj	musculoskeletal	muscle	FMA9579	perineum
FJ2554.obj	musculoskeletal	connective	FMA59505	right major alar cartilage
FJ2555.obj	musculoskeletal	connective	FMA59506	left major alar cartilage
FJ2556.obj	musculoskeletal	connective	FMA59513	left lateral nasal cartilage
FJ2557.obj	musculoskeletal	connective	FMA59503	septal nasal cartilage
FJ2558.obj	musculoskeletal	connective	FMA59512	right lateral nasal cartilage
FJ2562.obj	cardiovascular	organ	FMA14773	splenic artery
FJ2563.obj	digestive	organ	FMA7131	esophagus
FJ2564.obj	digestive	organ	FMA7148	stomach
FJ2565.obj	digestive	organ	FMA14542	appendix
FJ2566.obj	digestive	organ	FMA14545	ascending colon
FJ2567.obj	digestive	organ	FMA14547	descending colon
FJ2568.obj	digestive	organ	FMA15044	taenia libera
FJ2569.obj	digestive	organ	FMA15042	taenia mesocolica
FJ2570.obj	digestive	organ	FMA15043	taenia omentalis
FJ2571.obj	digestive	organ	FMA14544	rectum
FJ2572.obj	digestive	organ	FMA14546	transverse colon
FJ2573.obj	digestive	organ	FMA7206	duodenum
FJ2574.obj	digestive	organ	FMA14964	proximal part of ileum
FJ2575.obj	digestive	organ	FMA14964	proximal part of ileum
FJ2576.obj	digestive	organ	FMA14965	middle part of ileum
FJ2577.obj	digestive	organ	FMA14965	middle part of ileum
FJ2578.obj	digestive	organ	FMA14965	middle part of ileum
FJ2579.obj	digestive	organ	FMA14965	middle part of ileum
FJ2580.obj	digestive	organ	FMA14965	middle part of ileum
FJ2581.obj	digestive	organ	FMA14965	middle part of ileum
FJ2582.obj	digestive	organ	FMA14965	middle part of ileum
FJ2583.obj	digestive	organ	FMA14965	middle part of ileum
FJ2584.obj	digestive	organ	FMA14965	middle part of ileum
FJ2585.obj	digestive	organ	FMA14964	proximal part of ileum
FJ2586.obj	digestive	organ	FMA14965	middle part of ileum
FJ2587.obj	digestive	organ	FMA14966	distal part of ileum
FJ2588.obj	digestive	organ	FMA14966	distal part of ileum
FJ2589.obj	digestive	organ	FMA14966	distal part of ileum
FJ2590.obj	digestive	organ	FMA14966	distal part of ileum
FJ2591.obj	digestive	organ	FMA14966	distal part of ileum
FJ2592.obj	digestive	organ	FMA14966	distal part of ileum
FJ2593.obj	digestive	organ	FMA14966	distal part of ileum
FJ2594.obj	digestive	organ	FMA14966	distal part of ileum
FJ2595.obj	digestive	organ	FMA14966	distal part of ileum
FJ2596.obj	digestive	organ	FMA14964	proximal part of ileum
FJ2597.obj	digestive	organ	FMA14966	distal part of ileum
FJ2598.obj	digestive	organ	FMA14966	distal part of ileum
FJ2599.obj	digestive	organ	FMA14541	cecum
FJ2600.obj	digestive	organ	FMA14964	proximal part of ileum
FJ2601.obj	digestive	organ	FMA14964	proximal part of ileum
FJ2602.obj	digestive	organ	FMA14964	proximal part of ileum
FJ2603.obj	digestive	organ	FMA14964	proximal part of ileum
FJ2604.obj	digestive	organ	FMA14964	proximal part of ileum
FJ2605.obj	digestive	organ	FMA14964	proximal part of ileum
FJ2606.obj	digestive	organ	FMA16981	proximal part of jejunum
FJ2607.obj	digestive	organ	FMA16982	middle part of jejunum
FJ2608.obj	digestive	organ	FMA16982	middle part of jejunum
FJ2609.obj	digestive	organ	FMA16982	middle part of jejunum
FJ2610.obj	digestive	organ	FMA16982	middle part of jejunum
FJ2611.obj	digestive	organ	FMA16983	distal part of jejunum
FJ2612.obj	digestive	organ	FMA16983	distal part of jejunum
FJ2613.obj	digestive	organ	FMA16983	distal part of jejunum
FJ2614.obj	digestive	organ	FMA16983	distal part of jejunum
FJ2615.obj	digestive	organ	FMA16983	distal part of jejunum
FJ2616.obj	digestive	organ	FMA16983	distal part of jejunum
FJ2617.obj	digestive	organ	FMA16981	proximal part of jejunum
FJ2618.obj	digestive	organ	FMA16983	distal part of jejunum
FJ2619.obj	digestive	organ	FMA16983	distal part of jejunum
FJ2620.obj	digestive	organ	FMA16983	distal part of jejunum
FJ2621.obj	digestive	organ	FMA16983	distal part of jejunum
FJ2622.obj	digestive	organ	FMA16981	proximal part of jejunum
FJ2623.obj	digestive	organ	FMA16981	proximal part of jejunum
FJ2624.obj	digestive	organ	FMA16981	proximal part of jejunum
FJ2625.obj	digestive	organ	FMA16981	proximal part of jejunum
FJ2626.obj	digestive	organ	FMA16981	proximal part of jejunum
FJ2627.obj	digestive	organ	FMA16981	proximal part of jejunum
FJ2628.obj	digestive	organ	FMA16982	middle part of jejunum
FJ2629.obj	metabolic	organ	FMA45732	parenchyma
FJ2630.obj	metabolic	organ	FMA63103	pancreatic duct tree
FJ2631.obj	cardiovascular	organ	FMA4677	trunk of branch of coronary artery
FJ2632.obj	cardiovascular	organ	FMA3872	first right anterior branch of anterior interventricular branch of left coronary artery
FJ2633.obj	cardiovascular	organ	FMA3860	diagonal branch of anterior descending branch of left coronary artery
FJ2634.obj	cardiovascular	organ	FMA3860	diagonal branch of anterior descending branch of left coronary artery
FJ2635.obj	cardiovascular	organ	FMA3860	diagonal branch of anterior descending branch of left coronary artery
FJ2636.obj	cardiovascular	organ	FMA3860	diagonal branch of anterior descending branch of left coronary artery
FJ2637.obj	cardiovascular	organ	FMA3860	diagonal branch of anterior descending branch of left coronary artery
FJ2638.obj	cardiovascular	organ	FMA3860	diagonal branch of anterior descending branch of left coronary artery
FJ2639.obj	cardiovascular	organ	FMA3860	diagonal branch of anterior descending branch of left coronary artery
FJ2640.obj	cardiovascular	organ	FMA3860	diagonal branch of anterior descending branch of left coronary artery
FJ2641.obj	cardiovascular	organ	FMA3876	third right anterior branch of anterior interventricular branch of left coronary artery
FJ2642.obj	cardiovascular	organ	FMA3860	diagonal branch of anterior descending branch of left coronary artery
FJ2643.obj	cardiovascular	organ	FMA3868	conus branch of anterior interventricular branch of left coronary artery
FJ2644.obj	cardiovascular	organ	FMA3868	conus branch of anterior interventricular branch of left coronary artery
FJ2645.obj	cardiovascular	organ	FMA3872	first right anterior branch of anterior interventricular branch of left coronary artery
FJ2646.obj	cardiovascular	organ	FMA3874	second right anterior branch of anterior interventricular branch of left coronary artery
FJ2647.obj	cardiovascular	organ	FMA3876	third right anterior branch of anterior interventricular branch of left coronary artery
FJ2648.obj	cardiovascular	organ	FMA3860	diagonal branch of anterior descending branch of left coronary artery
FJ2649.obj	cardiovascular	organ	FMA3895	circumflex branch of left coronary artery
FJ2650.obj	cardiovascular	organ	FMA3895	circumflex branch of left coronary artery
FJ2651.obj	cardiovascular	organ	FMA3895	circumflex branch of left coronary artery
FJ2652.obj	cardiovascular	organ	FMA3895	circumflex branch of left coronary artery
FJ2653.obj	cardiovascular	organ	FMA3895	circumflex branch of left coronary artery
FJ2654.obj	cardiovascular	organ	FMA3895	circumflex branch of left coronary artery
FJ2655.obj	cardiovascular	organ	FMA4706	coronary sinus
FJ2656.obj	cardiovascular	organ	FMA4707	great cardiac vein
FJ2657.obj	cardiovascular	organ	FMA66403	anterior interventricular vein
FJ2658.obj	cardiovascular	organ	FMA66403	anterior interventricular vein
FJ2659.obj	cardiovascular	organ	FMA66403	anterior interventricular vein
FJ2660.obj	cardiovascular	organ	FMA66403	anterior interventricular vein
FJ2661.obj	cardiovascular	organ	FMA66403	anterior interventricular vein
FJ2662.obj	cardiovascular	organ	FMA66403	anterior interventricular vein
FJ2663.obj	cardiovascular	organ	FMA66403	anterior interventricular vein
FJ2664.obj	cardiovascular	organ	FMA66403	anterior interventricular vein
FJ2665.obj	cardiovascular	organ	FMA66403	anterior interventricular vein
FJ2667.obj	cardiovascular	organ	FMA3818	marginal branch of right coronary artery
FJ2668.obj	cardiovascular	organ	FMA3818	marginal branch of right coronary artery
FJ2670.obj	cardiovascular	organ	FMA3807	right conus artery
FJ2671.obj	cardiovascular	organ	FMA3815	first anterior ventricular branch of right coronary artery
FJ2672.obj	cardiovascular	organ	FMA3818	marginal branch of right coronary artery
FJ2673.obj	cardiovascular	organ	FMA3815	first anterior ventricular branch of right coronary artery
FJ2674.obj	cardiovascular	organ	FMA3818	marginal branch of right coronary artery
FJ2675.obj	cardiovascular	organ	FMA3818	marginal branch of right coronary artery
FJ2676.obj	cardiovascular	organ	FMA3807	right conus artery
FJ2677.obj	cardiovascular	organ	FMA3815	first anterior ventricular branch of right coronary artery
FJ2678.obj	cardiovascular	organ	FMA4713	middle cardiac vein
FJ2679.obj	cardiovascular	organ	FMA4713	middle cardiac vein
FJ2680.obj	cardiovascular	organ	FMA4713	middle cardiac vein
FJ2681.obj	cardiovascular	organ	FMA4713	middle cardiac vein
FJ2682.obj	cardiovascular	organ	FMA4713	middle cardiac vein
FJ2683.obj	cardiovascular	organ	FMA4713	middle cardiac vein
FJ2684.obj	cardiovascular	organ	FMA4713	middle cardiac vein
FJ2685.obj	cardiovascular	organ	FMA4713	middle cardiac vein
FJ2686.obj	cardiovascular	organ	FMA4713	middle cardiac vein
FJ2687.obj	cardiovascular	organ	FMA4713	middle cardiac vein
FJ2688.obj	cardiovascular	organ	FMA4713	middle cardiac vein
FJ2689.obj	cardiovascular	organ	FMA4713	middle cardiac vein
FJ2690.obj	cardiovascular	organ	FMA4713	middle cardiac vein
FJ2691.obj	cardiovascular	organ	FMA4713	middle cardiac vein
FJ2692.obj	cardiovascular	organ	FMA3840	posterior interventricular branch of right coronary artery
FJ2693.obj	cardiovascular	organ	FMA3840	posterior interventricular branch of right coronary artery
FJ2694.obj	cardiovascular	organ	FMA3840	posterior interventricular branch of right coronary artery
FJ2695.obj	cardiovascular	organ	FMA3840	posterior interventricular branch of right coronary artery
FJ2696.obj	cardiovascular	organ	FMA3840	posterior interventricular branch of right coronary artery
FJ2697.obj	cardiovascular	organ	FMA3840	posterior interventricular branch of right coronary artery
FJ2698.obj	cardiovascular	organ	FMA3840	posterior interventricular branch of right coronary artery
FJ2699.obj	cardiovascular	organ	FMA3840	posterior interventricular branch of right coronary artery
FJ2700.obj	cardiovascular	organ	FMA3840	posterior interventricular branch of right coronary artery
FJ2701.obj	cardiovascular	organ	FMA4712	posterior vein of left ventricle
FJ2702.obj	cardiovascular	organ	FMA4712	posterior vein of left ventricle
FJ2703.obj	cardiovascular	organ	FMA4708	left marginal vein
FJ2704.obj	cardiovascular	organ	FMA4708	left marginal vein
FJ2705.obj	cardiovascular	organ	FMA4708	left marginal vein
FJ2706.obj	cardiovascular	organ	FMA4712	posterior vein of left ventricle
FJ2707.obj	cardiovascular	organ	FMA4712	posterior vein of left ventricle
FJ2708.obj	cardiovascular	organ	FMA4712	posterior vein of left ventricle
FJ2709.obj	cardiovascular	organ	FMA4712	posterior vein of left ventricle
FJ2710.obj	cardiovascular	organ	FMA4712	posterior vein of left ventricle
FJ2711.obj	cardiovascular	organ	FMA4712	posterior vein of left ventricle
FJ2712.obj	cardiovascular	organ	FMA4712	posterior vein of left ventricle
FJ2713.obj	cardiovascular	organ	FMA4712	posterior vein of left ventricle
FJ2714.obj	cardiovascular	organ	FMA3835	posterior ventricular branch of right coronary artery
FJ2715.obj	cardiovascular	organ	FMA3835	posterior ventricular branch of right coronary artery
FJ2716.obj	cardiovascular	organ	FMA3835	posterior ventricular branch of right coronary artery
FJ2717.obj	cardiovascular	organ	FMA3835	posterior ventricular branch of right coronary artery
FJ2718.obj	cardiovascular	organ	FMA3835	posterior ventricular branch of right coronary artery
FJ2719.obj	cardiovascular	organ	FMA3835	posterior ventricular branch of right coronary artery
FJ2720.obj	cardiovascular	organ	FMA3835	posterior ventricular branch of right coronary artery
FJ2721.obj	cardiovascular	organ	FMA3835	posterior ventricular branch of right coronary artery
FJ2722.obj	cardiovascular	organ	FMA3835	posterior ventricular branch of right coronary artery
FJ2723.obj	cardiovascular	organ	FMA3802	trunk of right coronary artery
FJ2724.obj	cardiovascular	organ	FMA4714	small cardiac vein
FJ2725.obj	cardiovascular	organ	FMA76767	anterior cardiac vein
FJ2727.obj	cardiovascular	organ	FMA4716	right marginal vein
FJ2728.obj	cardiovascular	organ	FMA4716	right marginal vein
FJ2729.obj	cardiovascular	organ	FMA4716	right marginal vein
FJ2730.obj	cardiovascular	organ	FMA76767	anterior cardiac vein
FJ2731.obj	cardiovascular	organ	FMA4714	small cardiac vein
FJ2732.obj	cardiovascular	organ	FMA3892	septal branch of anterior interventricular artery
FJ2733.obj	cardiovascular	organ	FMA3892	septal branch of anterior interventricular artery
FJ2734.obj	cardiovascular	organ	FMA3892	septal branch of anterior interventricular artery
FJ2735.obj	cardiovascular	organ	FMA3847	first septal branch of right posterior interventricular artery
FJ2736.obj	cardiovascular	organ	FMA3848	second septal branch of right posterior interventricular artery
FJ2737.obj	cardiovascular	organ	FMA3855	trunk of left coronary artery
FJ2738.obj	musculoskeletal	muscle	FMA46702	left genioglossus
FJ2739.obj	musculoskeletal	muscle	FMA46704	left hyoglossus
FJ2740.obj	musculoskeletal	muscle	FMA46636	left inferior pharyngeal constrictor
FJ2741.obj	musculoskeletal	muscle	FMA46729	left levator veli palatini
FJ2742.obj	musculoskeletal	muscle	FMA46633	right middle pharyngeal constrictor
FJ2743.obj	musculoskeletal	muscle	FMA46672	left palatopharyngeus
FJ2745.obj	musculoskeletal	muscle	FMA46670	left salpingopharyngeus
FJ2746.obj	musculoskeletal	muscle	FMA46668	left stylopharyngeus
FJ2747.obj	musculoskeletal	muscle	FMA46632	left superior pharyngeal constrictor
FJ2748.obj	musculoskeletal	muscle	FMA46732	left tensor veli palatini
FJ2750.obj	musculoskeletal	muscle	FMA46698	right genioglossus
FJ2751.obj	musculoskeletal	muscle	FMA46703	right hyoglossus
FJ2752.obj	musculoskeletal	muscle	FMA46635	right inferior pharyngeal constrictor
FJ2753.obj	musculoskeletal	muscle	FMA46728	right levator veli palatini
FJ2754.obj	musculoskeletal	muscle	FMA46634	left middle pharyngeal constrictor
FJ2755.obj	musculoskeletal	muscle	FMA46671	right palatopharyngeus
FJ2757.obj	musculoskeletal	muscle	FMA46669	right salpingopharyngeus
FJ2758.obj	musculoskeletal	muscle	FMA46667	right stylopharyngeus
FJ2759.obj	musculoskeletal	muscle	FMA46631	right superior pharyngeal constrictor
FJ2760.obj	musculoskeletal	muscle	FMA46731	right tensor veli palatini
FJ2761.obj	digestive	organ	FMA54640	tongue
FJ2762.obj	musculoskeletal	muscle	FMA55022	uvula
FJ2766.obj	digestive	organ	FMA59803	left submandibular gland
FJ2768.obj	digestive	organ	FMA59802	right submandibular gland
FJ2769.obj	musculoskeletal	connective	FMA9615	cricoid cartilage
FJ2772.obj	musculoskeletal	bone	FMA52749	hyoid bone
FJ2773.obj	musculoskeletal	connective	FMA55118	left cuneiform cartilage
FJ2775.obj	musculoskeletal	connective	FMA55114	left arytenoid cartilage
FJ2776.obj	musculoskeletal	connective	FMA55116	left corniculate cartilage
FJ2778.obj	musculoskeletal	muscle	FMA46581	left lateral crico-arytenoid
FJ2780.obj	musculoskeletal	muscle	FMA46585	left oblique arytenoid
FJ2782.obj	musculoskeletal	muscle	FMA46578	left posterior crico-arytenoid
FJ2784.obj	musculoskeletal	muscle	FMA46590	left thyro-arytenoid
FJ2785.obj	musculoskeletal	muscle	FMA46590	left thyro-arytenoid
FJ2788.obj	musculoskeletal	muscle	FMA46593	left vocalis
FJ2792.obj	musculoskeletal	connective	FMA55113	right arytenoid cartilage
FJ2793.obj	musculoskeletal	connective	FMA55115	right corniculate cartilage
FJ2795.obj	musculoskeletal	connective	FMA55117	right cuneiform cartilage
FJ2796.obj	musculoskeletal	muscle	FMA46580	right lateral crico-arytenoid
FJ2798.obj	musculoskeletal	muscle	FMA46584	right oblique arytenoid
FJ2800.obj	musculoskeletal	muscle	FMA46577	right posterior crico-arytenoid
FJ2802.obj	musculoskeletal	muscle	FMA46589	right thyro-arytenoid
FJ2803.obj	musculoskeletal	muscle	FMA46589	right thyro-arytenoid
FJ2806.obj	musculoskeletal	muscle	FMA46592	right vocalis
FJ2808.obj	musculoskeletal	connective	FMA55099	thyroid cartilage
FJ2809.obj	musculoskeletal	muscle	FMA46582	transverse arytenoid
FJ2810.obj	integumentary	organ	FMA7163	skin
FJ2816.obj	metabolic	organ	FMA82494	lobular segment
FJ2817.obj	metabolic	organ	FMA7202	gallbladder
FJ2818.obj	metabolic	organ	FMA15739	hepatovenous segment ii
FJ2819.obj	metabolic	organ	FMA15741	hepatovenous segment iii
FJ2820.obj	metabolic	organ	FMA15742	hepatovenous segment iv
FJ2821.obj	metabolic	organ	FMA15743	hepatovenous segment v
FJ2822.obj	metabolic	organ	FMA15744	hepatovenous segment vi
FJ2823.obj	metabolic	organ	FMA15746	hepatovenous segment viii
FJ2824.obj	metabolic	organ	FMA15746	hepatovenous segment viii
FJ2881.obj	respiratory	organ	FMA8719	posterior basal segmental artery
FJ2882.obj	respiratory	organ	FMA8718	lateral basal segmental artery
FJ2883.obj	respiratory	organ	FMA8717	anterior basal segmental artery
FJ2884.obj	respiratory	organ	FMA8716	medial basal segmental artery
FJ2885.obj	respiratory	organ	FMA8716	medial basal segmental artery
FJ2886.obj	respiratory	organ	FMA8717	anterior basal segmental artery
FJ2887.obj	respiratory	organ	FMA8717	anterior basal segmental artery
FJ2888.obj	respiratory	organ	FMA8714	superior segmental artery
FJ2889.obj	respiratory	organ	FMA8714	superior segmental artery
FJ2890.obj	respiratory	organ	FMA8714	superior segmental artery
FJ2891.obj	respiratory	organ	FMA8714	superior segmental artery
FJ2892.obj	respiratory	organ	FMA8719	posterior basal segmental artery
FJ2893.obj	respiratory	organ	FMA8714	superior segmental artery
FJ2894.obj	respiratory	organ	FMA8714	superior segmental artery
FJ2895.obj	respiratory	organ	FMA8714	superior segmental artery
FJ2896.obj	respiratory	organ	FMA8640	inferior lingular artery
FJ2897.obj	respiratory	organ	FMA8640	inferior lingular artery
FJ2898.obj	respiratory	organ	FMA8639	superior lingular artery
FJ2899.obj	respiratory	organ	FMA8639	superior lingular artery
FJ2900.obj	respiratory	organ	FMA8639	superior lingular artery
FJ2901.obj	respiratory	organ	FMA8639	superior lingular artery
FJ2902.obj	respiratory	organ	FMA13279	left anterior segmental artery
FJ2903.obj	respiratory	organ	FMA8719	posterior basal segmental artery
FJ2904.obj	respiratory	organ	FMA13279	left anterior segmental artery
FJ2905.obj	respiratory	organ	FMA13279	left anterior segmental artery
FJ2906.obj	respiratory	organ	FMA13279	left anterior segmental artery
FJ2907.obj	respiratory	organ	FMA13279	left anterior segmental artery
FJ2908.obj	respiratory	organ	FMA13279	left anterior segmental artery
FJ2909.obj	respiratory	organ	FMA13279	left anterior segmental artery
FJ2910.obj	respiratory	organ	FMA13279	left anterior segmental artery
FJ2911.obj	respiratory	organ	FMA13280	posterior segmental artery
FJ2912.obj	respiratory	organ	FMA13280	posterior segmental artery
FJ2913.obj	respiratory	organ	FMA13280	posterior segmental artery
FJ2914.obj	respiratory	organ	FMA8719	posterior basal segmental artery
FJ2915.obj	respiratory	organ	FMA8707	apical segmental artery
FJ2916.obj	respiratory	organ	FMA8707	apical segmental artery
FJ2917.obj	respiratory	organ	FMA8707	apical segmental artery
FJ2918.obj	respiratory	organ	FMA8707	apical segmental artery
FJ2919.obj	respiratory	organ	FMA8719	posterior basal segmental artery
FJ2920.obj	respiratory	organ	FMA8719	posterior basal segmental artery
FJ2921.obj	respiratory	organ	FMA8718	lateral basal segmental artery
FJ2922.obj	respiratory	organ	FMA8718	lateral basal segmental artery
FJ2923.obj	respiratory	organ	FMA8718	lateral basal segmental artery
FJ2924.obj	cardiovascular	organ	FMA50873	left pulmonary artery
FJ2925.obj	cardiovascular	organ	FMA49908	superior pulmonary vein
FJ2926.obj	respiratory	organ	FMA9438	left posterior segmental vein
FJ2927.obj	respiratory	organ	FMA9438	left posterior segmental vein
FJ2928.obj	respiratory	organ	FMA9438	left posterior segmental vein
FJ2929.obj	respiratory	organ	FMA9438	left posterior segmental vein
FJ2930.obj	respiratory	organ	FMA8667	left anterior segmental vein
FJ2931.obj	respiratory	organ	FMA8667	left anterior segmental vein
FJ2932.obj	respiratory	organ	FMA8667	left anterior segmental vein
FJ2933.obj	cardiovascular	organ	FMA49908	superior pulmonary vein
FJ2934.obj	respiratory	organ	FMA8669	inferior lingular vein
FJ2935.obj	respiratory	organ	FMA8669	inferior lingular vein
FJ2936.obj	respiratory	organ	FMA13444	apical segmental vein
FJ2937.obj	respiratory	organ	FMA8668	superior lingular vein
FJ2938.obj	respiratory	organ	FMA8668	superior lingular vein
FJ2939.obj	respiratory	organ	FMA9438	left posterior segmental vein
FJ2940.obj	respiratory	organ	FMA9438	left posterior segmental vein
FJ2941.obj	respiratory	organ	FMA9438	left posterior segmental vein
FJ2942.obj	respiratory	organ	FMA9438	left posterior segmental vein
FJ2943.obj	respiratory	organ	FMA9438	left posterior segmental vein
FJ2944.obj	cardiovascular	organ	FMA49910	inferior pulmonary vein
FJ2945.obj	respiratory	organ	FMA8679	left inferior basal vein
FJ2946.obj	respiratory	organ	FMA8679	left inferior basal vein
FJ2947.obj	respiratory	organ	FMA13444	apical segmental vein
FJ2948.obj	respiratory	organ	FMA8679	left inferior basal vein
FJ2949.obj	respiratory	organ	FMA8679	left inferior basal vein
FJ2950.obj	cardiovascular	organ	FMA49910	inferior pulmonary vein
FJ2951.obj	respiratory	organ	FMA9450	left lateral basal segmental vein
FJ2952.obj	respiratory	organ	FMA9450	left lateral basal segmental vein
FJ2953.obj	respiratory	organ	FMA9450	left lateral basal segmental vein
FJ2954.obj	respiratory	organ	FMA9450	left lateral basal segmental vein
FJ2955.obj	cardiovascular	organ	FMA49910	inferior pulmonary vein
FJ2956.obj	respiratory	organ	FMA8678	left anterior basal segmental vein
FJ2957.obj	respiratory	organ	FMA8678	left anterior basal segmental vein
FJ2958.obj	respiratory	organ	FMA13444	apical segmental vein
FJ2959.obj	respiratory	organ	FMA8678	left anterior basal segmental vein
FJ2960.obj	respiratory	organ	FMA8678	left anterior basal segmental vein
FJ2961.obj	respiratory	organ	FMA13444	apical segmental vein
FJ2962.obj	respiratory	organ	FMA13444	apical segmental vein
FJ2963.obj	respiratory	organ	FMA13444	apical segmental vein
FJ2964.obj	respiratory	organ	FMA13444	apical segmental vein
FJ2965.obj	respiratory	organ	FMA9438	left posterior segmental vein
FJ2966.obj	cardiovascular	organ	FMA8612	pulmonary trunk
FJ2967.obj	respiratory	organ	FMA68661	apical part of apical segmental artery
FJ2968.obj	respiratory	organ	FMA68669	apical part of posterior segmental artery
FJ2969.obj	respiratory	organ	FMA68669	apical part of posterior segmental artery
FJ2970.obj	respiratory	organ	FMA68672	posterior part of posterior segmental artery
FJ2971.obj	respiratory	organ	FMA68672	posterior part of posterior segmental artery
FJ2972.obj	respiratory	organ	FMA68672	posterior part of posterior segmental artery
FJ2973.obj	respiratory	organ	FMA68192	lobar artery
FJ2974.obj	respiratory	organ	FMA68676	posterior part of anterior segmental artery
FJ2975.obj	respiratory	organ	FMA68682	anterior branch of anterior segmental artery
FJ2976.obj	respiratory	organ	FMA68682	anterior branch of anterior segmental artery
FJ2977.obj	respiratory	organ	FMA68682	anterior branch of anterior segmental artery
FJ2978.obj	respiratory	organ	FMA68664	anterior part of apical segmental artery
FJ2979.obj	respiratory	organ	FMA68682	anterior branch of anterior segmental artery
FJ2980.obj	respiratory	organ	FMA68676	posterior part of anterior segmental artery
FJ2981.obj	respiratory	organ	FMA68676	posterior part of anterior segmental artery
FJ2982.obj	respiratory	organ	FMA68691	anterior branch of lateral segmental artery
FJ2983.obj	respiratory	organ	FMA68690	posterior branch of lateral segmental artery
FJ2984.obj	respiratory	organ	FMA68690	posterior branch of lateral segmental artery
FJ2985.obj	respiratory	organ	FMA68691	anterior branch of lateral segmental artery
FJ2986.obj	respiratory	organ	FMA68693	superior branch of medial segmental artery
FJ2987.obj	respiratory	organ	FMA68694	inferior branch of medial segmental artery
FJ2988.obj	respiratory	organ	FMA68694	inferior branch of medial segmental artery
FJ2989.obj	respiratory	organ	FMA68664	anterior part of apical segmental artery
FJ2990.obj	respiratory	organ	FMA68693	superior branch of medial segmental artery
FJ2991.obj	respiratory	organ	FMA68711	lateral branch of superior segmental artery
FJ2992.obj	respiratory	organ	FMA68711	lateral branch of superior segmental artery
FJ2993.obj	respiratory	organ	FMA68711	lateral branch of superior segmental artery
FJ2994.obj	respiratory	organ	FMA68704	medial branch of superior segmental artery
FJ2995.obj	respiratory	organ	FMA68704	medial branch of superior segmental artery
FJ2996.obj	respiratory	organ	FMA68704	medial branch of superior segmental artery
FJ2997.obj	respiratory	organ	FMA68708	superior branch of superior segmental artery
FJ2998.obj	respiratory	organ	FMA68708	superior branch of superior segmental artery
FJ2999.obj	respiratory	organ	FMA68708	superior branch of superior segmental artery
FJ3000.obj	respiratory	organ	FMA68664	anterior part of apical segmental artery
FJ3001.obj	respiratory	organ	FMA68721	lateral branch of anterior basal segmental artery
FJ3002.obj	respiratory	organ	FMA68722	basal branch of anterior basal segmental artery
FJ3003.obj	respiratory	organ	FMA68722	basal branch of anterior basal segmental artery
FJ3004.obj	respiratory	organ	FMA8631	right lateral basal segmental artery
FJ3005.obj	respiratory	organ	FMA8631	right lateral basal segmental artery
FJ3006.obj	respiratory	organ	FMA8631	right lateral basal segmental artery
FJ3007.obj	respiratory	organ	FMA8631	right lateral basal segmental artery
FJ3008.obj	respiratory	organ	FMA68740	mediobasal branch of posterior basal segmental artery
FJ3009.obj	respiratory	organ	FMA68734	accessory subsuperior branch of posterior basal segmental artery
FJ3010.obj	respiratory	organ	FMA68734	accessory subsuperior branch of posterior basal segmental artery
FJ3011.obj	respiratory	organ	FMA68664	anterior part of apical segmental artery
