mesh_file	system	layer	fma_id	label
FJ3012.obj	respiratory	organ	FMA68740	mediobasal branch of posterior basal segmental artery
FJ3013.obj	respiratory	organ	FMA68737	laterobasal branch of posterior basal segmental artery
FJ3014.obj	respiratory	organ	FMA68737	laterobasal branch of posterior basal segmental artery
FJ3015.obj	respiratory	organ	FMA68661	apical part of apical segmental artery
FJ3016.obj	respiratory	organ	FMA68661	apical part of apical segmental artery
FJ3017.obj	respiratory	organ	FMA68661	apical part of apical segmental artery
FJ3018.obj	respiratory	organ	FMA68669	apical part of posterior segmental artery
FJ3019.obj	cardiovascular	organ	FMA50872	right pulmonary artery
FJ3020.obj	cardiovascular	organ	FMA49908	superior pulmonary vein
FJ3021.obj	respiratory	organ	FMA8693	inferior part of anterior segmental vein
FJ3022.obj	respiratory	organ	FMA8663	right posterior segmental vein
FJ3023.obj	respiratory	organ	FMA8663	right posterior segmental vein
FJ3024.obj	respiratory	organ	FMA8663	right posterior segmental vein
FJ3025.obj	respiratory	organ	FMA8663	right posterior segmental vein
FJ3026.obj	respiratory	organ	FMA8663	right posterior segmental vein
FJ3027.obj	respiratory	organ	FMA8683	superior part of anterior segmental vein
FJ3028.obj	respiratory	organ	FMA8662	right anterior segmental vein
FJ3029.obj	respiratory	organ	FMA8662	right anterior segmental vein
FJ3030.obj	respiratory	organ	FMA68982	superior part of medial segmental vein
FJ3031.obj	respiratory	organ	FMA8648	trunk of pulmonary vein
FJ3032.obj	respiratory	organ	FMA68983	inferior part of medial segmental vein
FJ3033.obj	respiratory	organ	FMA68983	inferior part of medial segmental vein
FJ3034.obj	respiratory	organ	FMA68945	anterior part of lateral segmental vein
FJ3035.obj	respiratory	organ	FMA68945	anterior part of lateral segmental vein
FJ3036.obj	respiratory	organ	FMA68945	anterior part of lateral segmental vein
FJ3037.obj	respiratory	organ	FMA68944	posterior part of lateral segmental vein
FJ3038.obj	respiratory	organ	FMA68944	posterior part of lateral segmental vein
FJ3039.obj	respiratory	organ	FMA68944	posterior part of lateral segmental vein
FJ3040.obj	cardiovascular	organ	FMA49910	inferior pulmonary vein
FJ3041.obj	respiratory	organ	FMA9428	right posterior basal segmental vein
FJ3042.obj	respiratory	organ	FMA68920	anterior part of apical segmental vein
FJ3043.obj	respiratory	organ	FMA9428	right posterior basal segmental vein
FJ3044.obj	respiratory	organ	FMA9428	right posterior basal segmental vein
FJ3045.obj	respiratory	organ	FMA9428	right posterior basal segmental vein
FJ3046.obj	respiratory	organ	FMA9428	right posterior basal segmental vein
FJ3047.obj	respiratory	organ	FMA9428	right posterior basal segmental vein
FJ3048.obj	respiratory	organ	FMA9428	right posterior basal segmental vein
FJ3049.obj	respiratory	organ	FMA8673	right anterior basal segmental vein
FJ3050.obj	respiratory	organ	FMA13445	superior segmental vein
FJ3051.obj	respiratory	organ	FMA13445	superior segmental vein
FJ3052.obj	respiratory	organ	FMA13445	superior segmental vein
FJ3053.obj	respiratory	organ	FMA68920	anterior part of apical segmental vein
FJ3054.obj	respiratory	organ	FMA13289	medial basal segmental vein
FJ3055.obj	respiratory	organ	FMA13289	medial basal segmental vein
FJ3056.obj	respiratory	organ	FMA8673	right anterior basal segmental vein
FJ3057.obj	respiratory	organ	FMA9428	right posterior basal segmental vein
FJ3058.obj	respiratory	organ	FMA9428	right posterior basal segmental vein
FJ3059.obj	respiratory	organ	FMA9425	right lateral basal segmental vein
FJ3060.obj	respiratory	organ	FMA9425	right lateral basal segmental vein
FJ3061.obj	respiratory	organ	FMA9425	right lateral basal segmental vein
FJ3062.obj	respiratory	organ	FMA9425	right lateral basal segmental vein
FJ3063.obj	respiratory	organ	FMA13445	superior segmental vein
FJ3064.obj	respiratory	organ	FMA68919	apical part of apical segmental vein
FJ3065.obj	respiratory	organ	FMA13445	superior segmental vein
FJ3066.obj	respiratory	organ	FMA13445	superior segmental vein
FJ3067.obj	respiratory	organ	FMA68919	apical part of apical segmental vein
FJ3068.obj	respiratory	organ	FMA68919	apical part of apical segmental vein
FJ3069.obj	respiratory	organ	FMA8663	right posterior segmental vein
FJ3070.obj	respiratory	organ	FMA8663	right posterior segmental vein
FJ3071.obj	metabolic	organ	FMA71867	anterior superior tributary of right hepatic biliary tree
FJ3072.obj	metabolic	organ	FMA71868	anterior inferior tributary of right hepatic biliary tree
FJ3073.obj	metabolic	organ	FMA15420	anterior superior segmental branch of right portal vein
FJ3074.obj	metabolic	organ	FMA15421	anterior inferior segmental branch of right portal vein
FJ3075.obj	metabolic	organ	FMA70443	anterior inferior segmental hepatic artery
FJ3076.obj	metabolic	organ	FMA70442	anterior superior segmental hepatic artery
FJ3077.obj	metabolic	organ	FMA70455	caudate lobe branch of left hepatic artery
FJ3078.obj	cardiovascular	organ	FMA14771	common hepatic artery
FJ3079.obj	metabolic	organ	FMA14668	common hepatic duct
FJ3080.obj	metabolic	organ	FMA14539	cystic duct
FJ3081.obj	metabolic	organ	FMA14772	hepatic artery proper
FJ3082.obj	cardiovascular	organ	FMA71904	pre-hepatic portal vein
FJ3083.obj	metabolic	organ	FMA15800	anterior inferior segmental tributary of middle hepatic vein
FJ3084.obj	cardiovascular	organ	FMA15801	medial inferior segmental tributary of middle hepatic vein
FJ3085.obj	cardiovascular	organ	FMA15801	medial inferior segmental tributary of middle hepatic vein
FJ3086.obj	metabolic	organ	FMA15800	anterior inferior segmental tributary of middle hepatic vein
FJ3088.obj	metabolic	organ	FMA71887	lateral superior tributary of left hepatic biliary tree
FJ3089.obj	metabolic	organ	FMA71888	lateral inferior tributary of left hepatic biliary tree
FJ3090.obj	metabolic	organ	FMA71887	lateral superior tributary of left hepatic biliary tree
FJ3091.obj	metabolic	organ	FMA70452	lateral superior segmental hepatic artery
FJ3092.obj	metabolic	organ	FMA70453	lateral inferior segmental hepatic artery
FJ3093.obj	metabolic	organ	FMA70452	lateral superior segmental hepatic artery
FJ3095.obj	metabolic	organ	FMA70457	trunk of left hepatic artery
FJ3096.obj	metabolic	organ	FMA14670	left hepatic duct
FJ3097.obj	cardiovascular	organ	FMA15804	lateral inferior segmental tributary of left hepatic vein
FJ3098.obj	cardiovascular	organ	FMA15803	lateral superior segmental tributary of left hepatic vein
FJ3099.obj	cardiovascular	organ	FMA15804	lateral inferior segmental tributary of left hepatic vein
FJ3100.obj	cardiovascular	organ	FMA15804	lateral inferior segmental tributary of left hepatic vein
FJ3101.obj	cardiovascular	organ	FMA15802	medial superior segmental tributary of left hepatic vein
FJ3102.obj	metabolic	organ	FMA82697	trunk of left portal vein
FJ3103.obj	metabolic	organ	FMA71886	medial inferior tributary of left hepatic biliary tree
FJ3104.obj	metabolic	organ	FMA71885	medial superior tributary of left hepatic biliary tree
FJ3105.obj	metabolic	organ	FMA71885	medial superior tributary of left hepatic biliary tree
FJ3106.obj	metabolic	organ	FMA70450	medial inferior segmental hepatic artery
FJ3107.obj	metabolic	organ	FMA70449	medial superior segmental hepatic artery
FJ3108.obj	metabolic	organ	FMA71870	posterior inferior tributary of right hepatic biliary tree
FJ3109.obj	metabolic	organ	FMA71869	posterior superior tributary of right hepatic biliary tree
FJ3110.obj	metabolic	organ	FMA71869	posterior superior tributary of right hepatic biliary tree
FJ3111.obj	metabolic	organ	FMA15424	posterior inferior segmental branch of right portal vein
FJ3112.obj	metabolic	organ	FMA15423	posterior superior segmental branch of right portal vein
FJ3113.obj	metabolic	organ	FMA15423	posterior superior segmental branch of right portal vein
FJ3114.obj	metabolic	organ	FMA70446	posterior inferior segmental hepatic artery
FJ3115.obj	metabolic	organ	FMA70445	posterior superior segmental hepatic artery
FJ3116.obj	metabolic	organ	FMA70445	posterior superior segmental hepatic artery
FJ3117.obj	metabolic	organ	FMA70456	trunk of right hepatic artery
FJ3118.obj	cardiovascular	organ	FMA15797	posterior inferior segmental tributary of right hepatic vein
FJ3119.obj	cardiovascular	organ	FMA15796	posterior superior segmental tributary of right hepatic vein
FJ3120.obj	cardiovascular	organ	FMA15797	posterior inferior segmental tributary of right hepatic vein
FJ3121.obj	cardiovascular	organ	FMA15798	anterior superior segmental tributary of right hepatic vein
FJ3122.obj	metabolic	organ	FMA82695	trunk of right portal vein
FJ3123.obj	metabolic	organ	FMA14669	right hepatic duct
FJ3124.obj	metabolic	organ	FMA15425	caudate lobe branch of left portal vein
FJ3125.obj	metabolic	organ	FMA15432	lateral inferior segmental branch of left portal vein
FJ3126.obj	metabolic	organ	FMA15431	lateral superior segmental branch of left portal vein
FJ3127.obj	metabolic	organ	FMA15428	medial superior segmental branch of left portal vein
FJ3128.obj	metabolic	organ	FMA15429	medial inferior segmental branch of left portal vein
FJ3129.obj	endocrine	organ	FMA15630	left adrenal gland
FJ3130.obj	endocrine	organ	FMA15629	right adrenal gland
FJ3131.obj	musculoskeletal	muscle	FMA13295	diaphragm
FJ3139.obj	reproductive	organ	FMA9600	prostate
FJ3144.obj	metabolic	organ	FMA15572	left ureter
FJ3145.obj	metabolic	organ	FMA7205	left kidney
FJ3146.obj	metabolic	organ	FMA15571	right ureter
FJ3147.obj	metabolic	organ	FMA7204	right kidney
FJ3148.obj	metabolic	organ	FMA19667	urethra
FJ3149.obj	metabolic	organ	FMA15900	urinary bladder
FJ3152.obj	musculoskeletal	bone	FMA24965	right hip
FJ3154.obj	musculoskeletal	bone	FMA10037	tenth thoracic vertebra
FJ3155.obj	musculoskeletal	bone	FMA10059	eleventh thoracic vertebra
FJ3156.obj	musculoskeletal	bone	FMA10081	twelfth thoracic vertebra
FJ3157.obj	musculoskeletal	bone	FMA13072	first lumbar vertebra
FJ3158.obj	musculoskeletal	bone	FMA9165	first thoracic vertebra
FJ3159.obj	musculoskeletal	bone	FMA13073	second lumbar vertebra
FJ3160.obj	musculoskeletal	bone	FMA9187	second thoracic vertebra
FJ3161.obj	musculoskeletal	bone	FMA12521	third cervical vertebra
FJ3162.obj	musculoskeletal	bone	FMA13074	third lumbar vertebra
FJ3163.obj	musculoskeletal	bone	FMA9209	third thoracic vertebra
FJ3164.obj	musculoskeletal	bone	FMA12522	fourth cervical vertebra
FJ3165.obj	musculoskeletal	bone	FMA13075	fourth lumbar vertebra
FJ3166.obj	musculoskeletal	bone	FMA9248	fourth thoracic vertebra
FJ3167.obj	musculoskeletal	bone	FMA12523	fifth cervical vertebra
FJ3168.obj	musculoskeletal	bone	FMA13076	fifth lumbar vertebra
FJ3169.obj	musculoskeletal	bone	FMA9922	fifth thoracic vertebra
FJ3170.obj	musculoskeletal	bone	FMA12524	sixth cervical vertebra
FJ3171.obj	musculoskeletal	bone	FMA9945	sixth thoracic vertebra
FJ3172.obj	musculoskeletal	bone	FMA12525	seventh cervical vertebra
FJ3173.obj	musculoskeletal	bone	FMA9968	seventh thoracic vertebra
FJ3174.obj	musculoskeletal	bone	FMA9991	eighth thoracic vertebra
FJ3175.obj	musculoskeletal	bone	FMA10014	ninth thoracic vertebra
FJ3176.obj	musculoskeletal	bone	FMA12519	atlas
FJ3177.obj	musculoskeletal	bone	FMA12520	axis
FJ3179.obj	musculoskeletal	bone	FMA32653	distal phalanx of left second toe
FJ3180.obj	musculoskeletal	bone	FMA32655	distal phalanx of left third toe
FJ3181.obj	musculoskeletal	bone	FMA32657	distal phalanx of left fourth toe
FJ3182.obj	musculoskeletal	bone	FMA32651	distal phalanx of left big toe
FJ3183.obj	musculoskeletal	bone	FMA23953	distal phalanx of left index finger
FJ3184.obj	musculoskeletal	bone	FMA23959	distal phalanx of left little finger
FJ3185.obj	musculoskeletal	bone	FMA32659	distal phalanx of left little toe
FJ3186.obj	musculoskeletal	bone	FMA23955	distal phalanx of left middle finger
FJ3187.obj	musculoskeletal	bone	FMA23957	distal phalanx of left ring finger
FJ3188.obj	musculoskeletal	bone	FMA23951	distal phalanx of left thumb
FJ3189.obj	musculoskeletal	bone	FMA32652	distal phalanx of right second toe
FJ3190.obj	musculoskeletal	bone	FMA32654	distal phalanx of right third toe
FJ3191.obj	musculoskeletal	bone	FMA32656	distal phalanx of right fourth toe
FJ3192.obj	musculoskeletal	bone	FMA32650	distal phalanx of right big toe
FJ3193.obj	musculoskeletal	bone	FMA24460	distal phalanx of right index finger
FJ3194.obj	musculoskeletal	bone	FMA24463	distal phalanx of right little finger
FJ3195.obj	musculoskeletal	bone	FMA32658	distal phalanx of right little toe
FJ3196.obj	musculoskeletal	bone	FMA24461	distal phalanx of right middle finger
FJ3197.obj	musculoskeletal	bone	FMA24462	distal phalanx of right ring finger
FJ3198.obj	musculoskeletal	bone	FMA24459	distal phalanx of right thumb
FJ3199.obj	musculoskeletal	bone	FMA52740	ethmoid
FJ3200.obj	musculoskeletal	bone	FMA52734	frontal bone
FJ3201.obj	musculoskeletal	bone	FMA52749	hyoid bone
FJ3202.obj	musculoskeletal	connective	FMA25058	intervertebral disk of axis
FJ3203.obj	musculoskeletal	connective	FMA26096	fourth thoracic intervertebral symphysis
FJ3204.obj	musculoskeletal	connective	FMA26097	fifth thoracic intervertebral symphysis
FJ3205.obj	musculoskeletal	connective	FMA26098	sixth thoracic intervertebral symphysis
FJ3206.obj	musculoskeletal	connective	FMA26099	seventh thoracic intervertebral symphysis
FJ3207.obj	musculoskeletal	connective	FMA26100	eighth thoracic intervertebral symphysis
FJ3208.obj	musculoskeletal	connective	FMA26101	ninth thoracic intervertebral symphysis
FJ3209.obj	musculoskeletal	connective	FMA26102	tenth thoracic intervertebral symphysis
FJ3210.obj	musculoskeletal	connective	FMA26103	eleventh thoracic intervertebral symphysis
FJ3211.obj	musculoskeletal	connective	FMA25511	intervertebral symphysis
FJ3212.obj	musculoskeletal	connective	FMA26105	first lumbar intervertebral symphysis
FJ3213.obj	musculoskeletal	connective	FMA26078	third cervical intervertebral symphysis
FJ3214.obj	musculoskeletal	connective	FMA26106	second lumbar intervertebral symphysis
FJ3215.obj	musculoskeletal	connective	FMA26107	third lumbar intervertebral symphysis
FJ3216.obj	musculoskeletal	connective	FMA26108	fourth lumbar intervertebral symphysis
FJ3217.obj	musculoskeletal	connective	FMA26109	fifth lumbar intervertebral symphysis
FJ3218.obj	musculoskeletal	connective	FMA26083	fourth cervical intervertebral symphysis
FJ3219.obj	musculoskeletal	connective	FMA26084	fifth cervical intervertebral symphysis
FJ3220.obj	musculoskeletal	connective	FMA26085	sixth cervical intervertebral symphysis
FJ3221.obj	musculoskeletal	connective	FMA26086	seventh cervical intervertebral symphysis
FJ3222.obj	musculoskeletal	connective	FMA26089	first thoracic intervertebral symphysis
FJ3223.obj	musculoskeletal	connective	FMA26094	second thoracic intervertebral symphysis
FJ3224.obj	musculoskeletal	connective	FMA26095	third thoracic intervertebral symphysis
FJ3225.obj	musculoskeletal	bone	FMA8472	left tenth rib
FJ3226.obj	musculoskeletal	bone	FMA8532	left eleventh rib
FJ3227.obj	musculoskeletal	bone	FMA8534	left twelfth rib
FJ3228.obj	musculoskeletal	bone	FMA7987	left first rib
FJ3229.obj	musculoskeletal	bone	FMA8012	left second rib
FJ3230.obj	musculoskeletal	bone	FMA8039	left third rib
FJ3231.obj	musculoskeletal	bone	FMA8148	left fourth rib
FJ3232.obj	musculoskeletal	bone	FMA8093	left fifth rib
FJ3233.obj	musculoskeletal	bone	FMA8202	left sixth rib
FJ3234.obj	musculoskeletal	bone	FMA8256	left seventh rib
FJ3235.obj	musculoskeletal	bone	FMA8310	left eighth rib
FJ3236.obj	musculoskeletal	bone	FMA8391	left ninth rib
FJ3237.obj	musculoskeletal	bone	FMA13323	left clavicle
FJ3240.obj	musculoskeletal	bone	FMA24465	left first metacarpal bone
FJ3241.obj	musculoskeletal	bone	FMA24508	left first metatarsal bone
FJ3243.obj	musculoskeletal	bone	FMA24467	left second metacarpal bone
FJ3244.obj	musculoskeletal	bone	FMA24510	left second metatarsal bone
FJ3246.obj	musculoskeletal	bone	FMA24469	left third metacarpal bone
FJ3247.obj	musculoskeletal	bone	FMA24512	left third metatarsal bone
FJ3249.obj	musculoskeletal	bone	FMA24471	left fourth metacarpal bone
FJ3250.obj	musculoskeletal	bone	FMA24514	left fourth metatarsal bone
FJ3252.obj	musculoskeletal	bone	FMA24473	left fifth metacarpal bone
FJ3253.obj	musculoskeletal	bone	FMA24516	left fifth metatarsal bone
FJ3256.obj	musculoskeletal	bone	FMA24498	left calcaneus
FJ3257.obj	musculoskeletal	bone	FMA24447	left capitate
FJ3258.obj	musculoskeletal	bone	FMA24529	left cuboid bone
FJ3259.obj	musculoskeletal	bone	FMA24475	left femur
FJ3260.obj	musculoskeletal	bone	FMA24481	left fibula
FJ3261.obj	musculoskeletal	bone	FMA24449	left hamate
FJ3262.obj	musculoskeletal	bone	FMA23131	left humerus
FJ3263.obj	musculoskeletal	bone	FMA54738	left inferior nasal concha
FJ3264.obj	musculoskeletal	bone	FMA24524	left intermediate cuneiform bone
FJ3265.obj	musculoskeletal	bone	FMA53646	left lacrimal bone
FJ3266.obj	musculoskeletal	bone	FMA45098	sesamoid bone of left foot
FJ3267.obj	musculoskeletal	bone	FMA24526	left lateral cuneiform bone
FJ3268.obj	musculoskeletal	bone	FMA24438	left lunate
FJ3269.obj	musculoskeletal	bone	FMA53650	left maxilla
FJ3270.obj	musculoskeletal	bone	FMA45098	sesamoid bone of left foot
FJ3271.obj	musculoskeletal	bone	FMA24522	left medial cuneiform bone
FJ3272.obj	musculoskeletal	bone	FMA53648	left nasal bone
FJ3273.obj	musculoskeletal	bone	FMA53656	left palatine bone
FJ3274.obj	musculoskeletal	bone	FMA52789	left parietal bone
FJ3275.obj	musculoskeletal	bone	FMA24978	left knee
FJ3276.obj	musculoskeletal	bone	FMA24442	left pisiform
FJ3277.obj	musculoskeletal	bone	FMA23465	left radius
FJ3278.obj	musculoskeletal	bone	FMA24436	left scaphoid
FJ3279.obj	musculoskeletal	bone	FMA13396	left scapula
FJ3280.obj	musculoskeletal	bone	FMA24483	left talus
FJ3281.obj	musculoskeletal	bone	FMA52739	left temporal bone
FJ3282.obj	musculoskeletal	bone	FMA24478	left tibia
FJ3283.obj	musculoskeletal	bone	FMA24444	left trapezium
FJ3284.obj	musculoskeletal	bone	FMA24445	left trapezoid
FJ3285.obj	musculoskeletal	bone	FMA24440	left triquetral
FJ3286.obj	musculoskeletal	bone	FMA23468	left ulna
FJ3287.obj	musculoskeletal	bone	FMA53638	left cheek
FJ3288.obj	musculoskeletal	bone	FMA24966	left hip
FJ3289.obj	musculoskeletal	bone	FMA52748	mandible
FJ3291.obj	musculoskeletal	bone	FMA23942	middle phalanx of left ring finger
FJ3292.obj	musculoskeletal	bone	FMA24457	middle phalanx of right ring finger
FJ3293.obj	musculoskeletal	bone	FMA32643	middle phalanx of left second toe
FJ3294.obj	musculoskeletal	bone	FMA32645	middle phalanx of left third toe
FJ3295.obj	musculoskeletal	bone	FMA32647	middle phalanx of left fourth toe
FJ3296.obj	musculoskeletal	bone	FMA23938	middle phalanx of left index finger
FJ3297.obj	musculoskeletal	bone	FMA23944	middle phalanx of left little finger
FJ3298.obj	musculoskeletal	bone	FMA230988	middle phalanx of left little toe
FJ3299.obj	musculoskeletal	bone	FMA23940	middle phalanx of left middle finger
FJ3300.obj	musculoskeletal	bone	FMA32642	middle phalanx of right second toe
FJ3301.obj	musculoskeletal	bone	FMA32644	middle phalanx of right third toe
FJ3302.obj	musculoskeletal	bone	FMA32646	middle phalanx of right fourth toe
FJ3303.obj	musculoskeletal	bone	FMA24455	middle phalanx of right index finger
FJ3304.obj	musculoskeletal	bone	FMA24458	middle phalanx of right little finger
FJ3305.obj	musculoskeletal	bone	FMA230986	middle phalanx of right little toe
FJ3306.obj	musculoskeletal	bone	FMA24456	middle phalanx of right middle finger
FJ3307.obj	musculoskeletal	bone	FMA24501	navicular bone of left foot
FJ3308.obj	musculoskeletal	bone	FMA24500	navicular bone of right foot
FJ3309.obj	musculoskeletal	bone	FMA52735	occipital bone
FJ3310.obj	musculoskeletal	bone	FMA43253	proximal phalanx of right big toe
FJ3311.obj	musculoskeletal	bone	FMA32637	proximal phalanx of left third toe
FJ3312.obj	musculoskeletal	bone	FMA32639	proximal phalanx of left fourth toe
FJ3313.obj	musculoskeletal	bone	FMA71915	proximal phalanx of left index finger
FJ3314.obj	musculoskeletal	bone	FMA66791	proximal phalanx of left little finger
FJ3315.obj	musculoskeletal	bone	FMA32641	proximal phalanx of left little toe
FJ3316.obj	musculoskeletal	bone	FMA71908	proximal phalanx of left middle finger
FJ3317.obj	musculoskeletal	bone	FMA71916	proximal phalanx of left ring finger
FJ3318.obj	musculoskeletal	bone	FMA65470	proximal phalanx of left thumb
FJ3319.obj	musculoskeletal	bone	FMA32634	proximal phalanx of right second toe
FJ3320.obj	musculoskeletal	bone	FMA32636	proximal phalanx of right third toe
FJ3321.obj	musculoskeletal	bone	FMA32638	proximal phalanx of right fourth toe
FJ3322.obj	musculoskeletal	bone	FMA24451	proximal phalanx of right index finger
FJ3323.obj	musculoskeletal	bone	FMA24454	proximal phalanx of right little finger
FJ3324.obj	musculoskeletal	bone	FMA32640	proximal phalanx of right little toe
FJ3325.obj	musculoskeletal	bone	FMA24452	proximal phalanx of right middle finger
FJ3326.obj	musculoskeletal	bone	FMA24453	proximal phalanx of right ring finger
FJ3327.obj	musculoskeletal	bone	FMA24450	proximal phalanx of right thumb
FJ3328.obj	musculoskeletal	bone	FMA32635	proximal phalanx of left second toe
FJ3329.obj	musculoskeletal	bone	FMA43254	proximal phalanx of left big toe
FJ3330.obj	musculoskeletal	bone	FMA8445	right tenth rib
FJ3331.obj	musculoskeletal	bone	FMA8531	right eleventh rib
FJ3332.obj	musculoskeletal	bone	FMA8533	right twelfth rib
FJ3334.obj	musculoskeletal	bone	FMA7857	right first rib
FJ3336.obj	musculoskeletal	bone	FMA7882	right second rib
FJ3338.obj	musculoskeletal	bone	FMA7909	right third rib
FJ3340.obj	musculoskeletal	bone	FMA7957	right fourth rib
FJ3342.obj	musculoskeletal	bone	FMA8066	right fifth rib
FJ3344.obj	musculoskeletal	bone	FMA8175	right sixth rib
FJ3346.obj	musculoskeletal	bone	FMA8229	right seventh rib
FJ3347.obj	musculoskeletal	bone	FMA8283	right eighth rib
FJ3348.obj	musculoskeletal	bone	FMA8364	right ninth rib
FJ3349.obj	musculoskeletal	bone	FMA23464	right radius
FJ3350.obj	musculoskeletal	bone	FMA24464	right first metacarpal bone
FJ3351.obj	musculoskeletal	bone	FMA24507	right first metatarsal bone
FJ3352.obj	musculoskeletal	bone	FMA24466	right second metacarpal bone
FJ3353.obj	musculoskeletal	bone	FMA24509	right second metatarsal bone
FJ3354.obj	musculoskeletal	bone	FMA24468	right third metacarpal bone
FJ3355.obj	musculoskeletal	bone	FMA24511	right third metatarsal bone
FJ3356.obj	musculoskeletal	bone	FMA24470	right fourth metacarpal bone
FJ3357.obj	musculoskeletal	bone	FMA24513	right fourth metatarsal bone
FJ3358.obj	musculoskeletal	bone	FMA24472	right fifth metacarpal bone
FJ3359.obj	musculoskeletal	bone	FMA24515	right fifth metatarsal bone
FJ3360.obj	musculoskeletal	bone	FMA24497	right calcaneus
FJ3361.obj	musculoskeletal	bone	FMA24446	right capitate
FJ3362.obj	musculoskeletal	bone	FMA13322	right clavicle
FJ3364.obj	musculoskeletal	bone	FMA24528	right cuboid bone
FJ3365.obj	musculoskeletal	bone	FMA24968	right thigh
FJ3366.obj	musculoskeletal	bone	FMA24480	right fibula
FJ3367.obj	musculoskeletal	bone	FMA24448	right hamate
FJ3368.obj	musculoskeletal	bone	FMA23130	right humerus
FJ3369.obj	musculoskeletal	bone	FMA54737	right inferior nasal concha
FJ3370.obj	musculoskeletal	bone	FMA24523	right intermediate cuneiform bone
FJ3371.obj	musculoskeletal	bone	FMA53645	right lacrimal bone
FJ3372.obj	musculoskeletal	bone	FMA45097	sesamoid bone of right foot
FJ3373.obj	musculoskeletal	bone	FMA24525	right lateral cuneiform bone
FJ3374.obj	musculoskeletal	bone	FMA24437	right lunate
FJ3375.obj	musculoskeletal	bone	FMA53649	right maxilla
FJ3376.obj	musculoskeletal	bone	FMA45097	sesamoid bone of right foot
FJ3377.obj	musculoskeletal	bone	FMA24521	right medial cuneiform bone
FJ3378.obj	musculoskeletal	bone	FMA53647	right nasal bone
FJ3379.obj	musculoskeletal	bone	FMA53655	right palatine bone
FJ3380.obj	musculoskeletal	bone	FMA52788	right parietal bone
FJ3381.obj	musculoskeletal	bone	FMA24977	right knee
FJ3382.obj	musculoskeletal	bone	FMA24441	right pisiform
FJ3383.obj	musculoskeletal	bone	FMA24435	right scaphoid
FJ3384.obj	musculoskeletal	bone	FMA13395	right scapula
FJ3385.obj	musculoskeletal	bone	FMA24482	right talus
FJ3386.obj	musculoskeletal	bone	FMA52738	right temporal bone
FJ3387.obj	musculoskeletal	bone	FMA24477	right tibia
FJ3388.obj	musculoskeletal	bone	FMA24443	right trapezium
FJ3389.obj	musculoskeletal	bone	FMA23725	right trapezoid
FJ3390.obj	musculoskeletal	bone	FMA24439	right triquetral
FJ3391.obj	musculoskeletal	bone	FMA23467	right ulna
FJ3392.obj	musculoskeletal	bone	FMA53637	right cheek
FJ3393.obj	musculoskeletal	bone	FMA16202	sacrum
FJ3394.obj	musculoskeletal	bone	FMA52736	sphenoid bone
FJ3395.obj	musculoskeletal	bone	FMA9710	vomer
FJ3396.obj	digestive	organ	FMA14643	mesentery of small intestine
FJ3397.obj	digestive	organ	FMA16549	mesoappendix
FJ3398.obj	digestive	organ	FMA14647	transverse mesocolon
FJ3400.obj	cardiovascular	organ	FMA15394	left colic vein
FJ3401.obj	cardiovascular	organ	FMA70479	anterior inferior pancreaticoduodenal artery
FJ3406.obj	cardiovascular	organ	FMA14816	anterior cecal artery
FJ3409.obj	cardiovascular	organ	FMA14782	anterior superior pancreaticoduodenal artery
FJ3410.obj	cardiovascular	organ	FMA14818	appendicular artery
FJ3411.obj	cardiovascular	organ	FMA3768	arch of aorta
FJ3413.obj	cardiovascular	organ	FMA3736	ascending aorta
FJ3414.obj	cardiovascular	organ	FMA14820	ascending branch of inferior branch of ileocolic artery
FJ3415.obj	cardiovascular	organ	FMA15408	ileocolic vein
FJ3416.obj	cardiovascular	organ	FMA4838	azygos vein
FJ3417.obj	cardiovascular	organ	FMA3932	brachiocephalic artery
FJ3419.obj	cardiovascular	organ	FMA14793	caudal pancreatic artery
FJ3420.obj	cardiovascular	organ	FMA14773	splenic artery
FJ3421.obj	cardiovascular	organ	FMA14812	celiac trunk
FJ3426.obj	cardiovascular	organ	FMA21386	left superficial dorsal vein of penis
FJ3427.obj	cardiovascular	organ	FMA3784	descending aorta
FJ3429.obj	cardiovascular	organ	FMA15394	left colic vein
FJ3430.obj	cardiovascular	organ	FMA14787	dorsal pancreatic artery
FJ3432.obj	cardiovascular	organ	FMA14775	gastroduodenal artery
FJ3433.obj	cardiovascular	organ	FMA14792	great pancreatic artery
FJ3434.obj	cardiovascular	organ	FMA4944	hemiazygos vein
FJ3437.obj	cardiovascular	organ	FMA14809	ileal artery
FJ3438.obj	cardiovascular	organ	FMA15405	ileal vein
FJ3439.obj	cardiovascular	organ	FMA14815	ileocolic artery
FJ3440.obj	cardiovascular	organ	FMA15408	ileocolic vein
FJ3441.obj	cardiovascular	organ	FMA10951	inferior vena cava
FJ3442.obj	cardiovascular	organ	FMA14750	inferior mesenteric artery
FJ3443.obj	cardiovascular	organ	FMA15391	inferior mesenteric vein
FJ3444.obj	cardiovascular	organ	FMA14790	inferior pancreatic artery
FJ3446.obj	cardiovascular	organ	FMA14805	inferior pancreaticoduodenal artery
FJ3447.obj	cardiovascular	organ	FMA68068	inferior phrenic vein
FJ3448.obj	cardiovascular	organ	FMA68068	inferior phrenic vein
FJ3449.obj	cardiovascular	organ	FMA68068	inferior phrenic vein
FJ3450.obj	cardiovascular	organ	FMA68068	inferior phrenic vein
