# Z-Anatomy structure -> Latin name — GENERATED, do not edit by hand.
#
# Rebuild:  node scripts/build-latin-crosswalk.mjs --src <parts-catalog.json>
# Apply:    node scripts/apply-crosswalk.mjs public/models/z-anatomy.ao.glb \
#             public/models/z-anatomy-regions.ao.glb --tsv docs/z-anatomy-latin.tsv --field name_lat
#
# Joined from Anatomed (pitfa19/anatomed-mcp, CC BY-SA 4.0) by exact match on
# (name, side) after ordinal normalisation. The nomenclature is Z-Anatomy's;
# Anatomed extracted it. Both are credited — see licences.json and D24.
name	side	name_lat
Lateral sacral veins	left	Venae sacrales latérales
Lateral sacral veins	right	Venae sacrales latérales
Lateral segmental artery of right lung		Arteria segmentalis lateralis pulmonis dextri
Lateral talocalcaneal ligament	left	Ligamentum talocalcaneum laterale
Lateral talocalcaneal ligament	right	Ligamentum talocalcaneum laterale
Lateral tarsal artery	left	Arteria tarsea lateralis
Lateral tarsal artery	right	Arteria tarsea lateralis
Lateral temporomandibular ligament	left	Ligamentum temporomandibulare laterale
Lateral temporomandibular ligament	right	Ligamentum temporomandibulare laterale
Lateral thoracic artery	left	Arteria thoracica lateralis
Lateral thoracic artery	right	Arteria thoracica lateralis
Lateral thoracic vein	left	Vena thoracica lateralis
Lateral thoracic vein	right	Vena thoracica lateralis
Lateral thyrohyoid ligament	left	Ligamentum thyreohyoideum laterale
Lateral thyrohyoid ligament	right	Ligamentum thyreohyoideum laterale
Lateral vein of right lung		Vena lateralis pulmonis dextri
Lateral ventricle	left	Ventriculus lateralis
Lateral ventricle	right	Ventriculus lateralis
Latissimus dorsi muscle	left	Musculus latissimus dorsi
Latissimus dorsi muscle	right	Musculus latissimus dorsi
Left anterior lateral segment of liver (III)		Segmentum anterius laterale sinistrum hepatis (III)
Left brachiocephalic vein		Vena brachiocephalica sinistra
Left colic artery		Arteria colica sinistra
Left common carotid artery		Carotis communis sinistra
Left coronary artery		Arteria coronaria sinistra
Left coronary leaflet		Valvula coronaria sinistra aortae
Left gastric artery		Arteria gastrica sinistra
Left gastro-omental vein		Vena gastroomentalis sinistra
Left inferior lobar bronchus		Bronchus lobaris inferior sinister
Left inferior pulmonary vein		Vena pulmonalis sinistra inferior
Left main bronchus		Bronchus principalis sinister
Left posterior lateral segment of liver (II)		Segmentum posterius laterale sinistrum hepatis (II)
Left pulmonary artery		Arteria pulmonalis sinistra
Left renal vein		Vena renalis sinistra
Left semilunar leaflet of pulmonary valve		Valvula semilunaris sinistra valvae trunci pulmonalis
Left subclavian artery		Arteria subclavia sinistra
Left subcostal vein		Vena subcostalis sinistra
Left superior lobar bronchus		Bronchus lobaris superior sinister
Left superior pulmonary vein		Vena pulmonalis sinistra superior
Left ventricle		Ventriculus sinister
Lens	left	Lens
Lens	right	Lens
Lentiform nucleus	left	Nucleus lentiformis
Lentiform nucleus	right	Nucleus lentiformis
Lesser omentum		Omentum minus
Lesser supraclavicular fossa	left	Fossa supraclavicularis minor
Lesser supraclavicular fossa	right	Fossa supraclavicularis minor
Levator anguli oris	left	Levator anguli oris
Levator anguli oris	right	Levator anguli oris
Levator labii superioris	left	Levator labii superioris
Levator labii superioris	right	Levator labii superioris
Levator nasolabialis	left	Levator nasolabialis
Levator nasolabialis	right	Levator nasolabialis
Levator palpebrae superioris	left	Levator palpebrae superioris
Levator palpebrae superioris	right	Levator palpebrae superioris
Levator scapulae	left	Levator scapulae
Levator scapulae	right	Levator scapulae
Levatores breves costarum	left	Levatores breves costarum
Levatores breves costarum	right	Levatores breves costarum
Levatores longi costarum	left	Levatores longi costarum
Levatores longi costarum	right	Levatores longi costarum
Ligament of head of femur	left	Ligamentum capitis femoris
Ligament of head of femur	right	Ligamentum capitis femoris
Ligamenta flava		Ligamenta flava
Linea alba		Linea alba
Lingual gyrus	left	Gyrus lingualis
Lingual gyrus	right	Gyrus lingualis
Lingual nerve	left	Nervus lingualis
Lingual nerve	right	Nervus lingualis
Liver		Hepar
Lobule of auricle	left	Lobulus auriculae
Lobule of auricle	right	Lobulus auriculae
Long head of biceps brachii	left	Caput longum musculi bicipitis brachii
Long head of biceps brachii	right	Caput longum musculi bicipitis brachii
Long head of biceps femoris	left	Caput longum musculi bicipitis femoris
Long head of biceps femoris	right	Caput longum musculi bicipitis femoris
Long head of triceps brachii	left	Caput longum musculi tricipitis brachii
Long head of triceps brachii	right	Caput longum musculi tricipitis brachii
Long plantar ligament	left	Ligamentum plantare longum
Long plantar ligament	right	Ligamentum plantare longum
Long posterior ciliary arteries	left	Arteriae ciliares posteriores longae
Long posterior ciliary arteries	right	Arteriae ciliares posteriores longae
Long thoracic nerve	left	Nervus thoracicus longus
Long thoracic nerve	right	Nervus thoracicus longus
Longissimus capitis muscle	left	Musculus longissimus capitis
Longissimus capitis muscle	right	Musculus longissimus capitis
Longissimus colli muscle	left	Musculus longissimus colli
Longissimus colli muscle	right	Musculus longissimus colli
Longissimus thoracis muscle	left	Musculus longissimus thoracis
Longissimus thoracis muscle	right	Musculus longissimus thoracis
Longus capitis muscle	left	Musculus longus capitis
Longus capitis muscle	right	Musculus longus capitis
Lower canine	left	Dens caninus inferioris
Lower canine	right	Dens caninus inferioris
Lower first molar tooth	left	Dens molaris primus inferioris
Lower first molar tooth	right	Dens molaris primus inferioris
Lower first premolar	left	Dens premolaris primus inferioris
Lower first premolar	right	Dens premolaris primus inferioris
Lower lateral incisor	left	Dens incisivus lateralis inferioris
Lower lateral incisor	right	Dens incisivus lateralis inferioris
Lower medial incisor	left	Dens incisivus medialis inferioris
Lower medial incisor	right	Dens incisivus medialis inferioris
Lower second molar tooth	left	Dens molaris secundus inferioris
Lower second molar tooth	right	Dens molaris secundus inferioris
Lower second premolar	left	Dens premolaris secundus inferioris
Lower second premolar	right	Dens premolaris secundus inferioris
Lumbar arteries	left	Arteriae lumbales
Lumbar branch of iliolumbar artery	right	Ramus lumbalis arteriae iliolumbalis
Lumbar region	left	Regio lumbalis
Lumbar region	right	Regio lumbalis
Lumbar veins	left	Venae lumbales
Lumbar veins	right	Venae lumbales
Lumbrical muscles of foot	left	Musculi lumbricales pedis
Lumbrical muscles of foot	right	Musculi lumbricales pedis
Lumbrical muscles of hand	left	Musculi lumbricales manus
Lumbrical muscles of hand	right	Musculi lumbricales manus
Lunate bone	left	Os lunatum
Lunate bone	right	Os lunatum
Major alar cartilage	left	Cartilago alaris major
Major alar cartilage	right	Cartilago alaris major
Malleus	left	Malleus
Malleus	right	Malleus
Mamillary body	right	Corpus mammillare
Mammary region	left	Regio mammaria
Mammary region	right	Regio mammaria
Mandible		Mandibula
Manubrium of sternum		Manubrium sterni
Masseteric fascia	left	Fascia masseterica
Masseteric fascia	right	Fascia masseterica
Mastoid region	left	Regio mastoidea
Mastoid region	right	Regio mastoidea
Maxilla	left	Maxilla
Maxilla	right	Maxilla
Maxillary artery	left	Arteria maxillaris
Maxillary artery	right	Arteria maxillaris
Maxillary nerve	left	Nervus maxillaris
Maxillary nerve	right	Nervus maxillaris
Maxillary veins	left	Venae maxillares
Maxillary veins	right	Venae maxillares
Medial antebrachial cutaneous nerve	left	Nervus cutaneus medialis antebrachii
Medial antebrachial cutaneous nerve	right	Nervus cutaneus medialis antebrachii
Medial basal segmental artery of left lung		Arteria segmentalis basalis medialis pulmonis sinistri
Medial basal segmental artery of right lung		Arteria segmentalis basalis medialis pulmonis dextri
Medial bicipital groove	left	Sulcus bicipitalis medialis
Medial bicipital groove	right	Sulcus bicipitalis medialis
Medial border of foot	left	Margo medialis pedis
Medial border of foot	right	Margo medialis pedis
Medial border of forearm	left	Margo medialis antebrachii
Medial border of forearm	right	Margo medialis antebrachii
Medial brachial cutaneous nerve	left	Nervus cutaneus medialis brachii
Medial brachial cutaneous nerve	right	Nervus cutaneus medialis brachii
Medial circumflex femoral artery	left	Arteria circumflexa medialis femoris
Medial circumflex femoral artery	right	Arteria circumflexa medialis femoris
Medial circumflex femoral veins	left	Venae circumflexae mediales
Medial circumflex femoral veins	right	Venae circumflexae mediales
Medial crural cutaneous branches of saphenous nerve	left	Rami cutanei mediales cruris nervi sapheni
Medial crural cutaneous branches of saphenous nerve	right	Rami cutanei mediales cruris nervi sapheni
Medial cuneiform bone	left	Os cuneiforme mediale
Medial cuneiform bone	right	Os cuneiforme mediale
Medial dorsal cutaneous nerve of foot	left	Nervus cutaneus medialis dorsalis pedis
Medial dorsal cutaneous nerve of foot	right	Nervus cutaneus medialis dorsalis pedis
Medial femoral intermuscular septum	left	Septum intermusculare mediale femoris
Medial femoral intermuscular septum	right	Septum intermusculare mediale femoris
Medial geniculate body	left	Corpus geniculatum mediale
Medial geniculate body	right	Corpus geniculatum mediale
Medial head of flexor hallucis brevis	left	Caput mediale flexoris brevis hallucis
Medial head of flexor hallucis brevis	right	Caput mediale flexoris brevis hallucis
Medial head of gastrocnemius	left	Caput mediale musculi gastrocnemii
Medial head of gastrocnemius	right	Caput mediale musculi gastrocnemii
Medial head of triceps brachii	left	Caput mediale musculi tricipitis caput brachii
Medial head of triceps brachii	right	Caput mediale musculi tricipitis caput brachii
Medial intermuscular septum of arm	left	Septum intermusculare mediale brachii
Medial intermuscular septum of arm	right	Septum intermusculare mediale brachii
Medial meniscus	left	Meniscus medialis
Medial meniscus	right	Meniscus medialis
Medial occipital artery	left	Arteria occipitalis medialis
Medial occipital artery	right	Arteria occipitalis medialis
Medial patellar retinaculum	left	Retinaculum mediale patellae
Medial patellar retinaculum	right	Retinaculum mediale patellae
Medial plantar artery	left	Arteria plantaris medialis
Medial plantar artery	right	Arteria plantaris medialis
Medial plantar nerve	left	Nervus plantaris medialis
Medial plantar nerve	right	Nervus plantaris medialis
Medial plantar veins	left	Venae plantares mediales
Medial plantar veins	right	Venae plantares mediales
Medial pontine branches of basilar artery	left	Rami mediales pontis arteriae basilaris
Medial pontine branches of basilar artery	right	Rami mediales pontis arteriae basilaris
Medial pterygoid muscle	left	Musculus pterygoideus medialis
Medial pterygoid muscle	right	Musculus pterygoideus medialis
Medial rectus muscle	left	Musculus rectus medialis
Medial rectus muscle	right	Musculus rectus medialis
Medial retromalleolar region	left	Regio retromalleolaris medialis regio
Medial retromalleolar region	right	Regio retromalleolaris medialis regio
Medial segmental artery of right lung		Arteria segmentalis medialis pulmonis dextri
Medial sural cutaneous nerve	left	Nervus cutaneus medialis surae
Medial sural cutaneous nerve	right	Nervus cutaneus medialis surae
Medial talocalcaneal ligament	left	Ligamentum talocalcaneum mediale
Medial talocalcaneal ligament	right	Ligamentum talocalcaneum mediale
Medial vein of right lung		Vena medialis pulmonalis dextri
Median antebrachial vein	left	Vena mediana antebrachii
Median antebrachial vein	right	Vena mediana antebrachii
Median cubital vein	left	Vena mediana cubiti
Median cubital vein	right	Vena mediana cubiti
Median nerve	left	Nervus medianus
Median nerve	right	Nervus medianus
Median sacral artery		Arteria sacralis mediana
Medulla oblongata	left	Medulla oblongata
Medulla oblongata	right	Medulla oblongata
Meningeal branch of maxillary nerve	left	Ramus meningeus nervi maxillaris
Meningeal branch of maxillary nerve	right	Ramus meningeus nervi maxillaris
Meniscopatellar ligament	left	Ligamentum meniscopatellare
Meniscopatellar ligament	right	Ligamentum meniscopatellare
Mental branch of inferior alveolar artery	left	Ramus mentalis arteriae alveolaris inferioris
Mental branch of inferior alveolar artery	right	Ramus mentalis arteriae alveolaris inferioris
Mental nerve	left	Nervus mentalis
Mental nerve	right	Nervus mentalis
Mental region	left	Regio mentalis
Mental region	right	Regio mentalis
Mentalis muscle	left	Musculus mentalis
Mentalis muscle	right	Musculus mentalis
Mentolabial sulcus	left	Sulcus mentolabialis
Mentolabial sulcus	right	Sulcus mentolabialis
Meso-appendix		Mesoappendix
Mesocolic taenia		Taenia mesocolica
Mesocolon		Mesocolon
Metatarsal region	left	Regio metatarsea
Metatarsal region	right	Regio metatarsea
Midbrain	left	Mesencephalon
Midbrain	right	Mesencephalon
Middle cardiac vein		Vena media cordis interventricularis inferior
Middle colic vein		Vena colica media
Middle collateral artery	left	Arteria collateralis media
Middle collateral artery	right	Arteria collateralis media
Middle frontal gyrus	left	Gyrus frontalis medius
Middle frontal gyrus	right	Gyrus frontalis medius
Middle glenohumeral ligament	left	Ligamentum glenohumerale medium
Middle glenohumeral ligament	right	Ligamentum glenohumerale medium
Middle layer of thoracolumbar fascia	left	Lamina media fasciae thoracolumbaris
Middle layer of thoracolumbar fascia	right	Lamina media fasciae thoracolumbaris
Middle lobar artery of right lung		Arteria lobaris media pulmonis dextri
Middle lobe of right lung		Lobus medius pulmonis dextri
Middle meningeal artery	left	Arteria meningea media
Middle meningeal artery	right	Arteria meningea media
Middle phalanx of fifth finger of foot	left	Phalanx media quintum digitorum pedis
Middle phalanx of fifth finger of foot	right	Phalanx media quintum digitorum pedis
Middle phalanx of fourth finger of foot	left	Phalanx media quartum digitorum pedis
Middle phalanx of fourth finger of foot	right	Phalanx media quartum digitorum pedis
Middle phalanx of second finger of foot	left	Phalanx media secundum digitorum pedis
Middle phalanx of second finger of foot	right	Phalanx media secundum digitorum pedis
Middle phalanx of third finger of foot	left	Phalanx media tertium digitorum pedis
Middle phalanx of third finger of foot	right	Phalanx media tertium digitorum pedis
Middle pharyngeal constrictor	left	Constrictor medius pharyngis
Middle pharyngeal constrictor	right	Constrictor medius pharyngis
Middle temporal gyrus	left	Gyrus temporalis medius
Middle temporal gyrus	right	Gyrus temporalis medius
Middle trunk of brachial plexus	left	Truncus medius plexus brachialis
Middle trunk of brachial plexus	right	Truncus medius plexus brachialis
Motor nucleus of facial nerve	left	Nucleus nervi facialis
Motor nucleus of facial nerve	right	Nucleus nervi facialis
Motor root of trigeminal nerve	left	Radix motoria nervi trigemini
Motor root of trigeminal nerve	right	Radix motoria nervi trigemini
Multifidus colli muscle	left	Musculus multifidus colli
Multifidus colli muscle	right	Musculus multifidus colli
Multifidus lumborum muscle	left	Musculus multifidus lumborum
Multifidus lumborum muscle	right	Musculus multifidus lumborum
Multifidus thoracis muscle	left	Musculus multifidus thoracis
Multifidus thoracis muscle	right	Musculus multifidus thoracis
Muscular branches of axillary nerve	left	Rami musculares nervi axillaris
Muscular branches of axillary nerve	right	Rami musculares nervi axillaris
Muscular branches of deep fibular nerve	left	Rami musculares nervi fibularis profundi
Muscular branches of deep fibular nerve	right	Rami musculares nervi fibularis profundi
Muscular branches of median nerve	left	Rami musculares nervi mediani
Muscular branches of median nerve	right	Rami musculares nervi mediani
Muscular branches of radial nerve	left	Rami musculares nervi radialis
Muscular branches of radial nerve	right	Rami musculares nervi radialis
Muscular branches of ulnar nerve	left	Rami musculares nervi ulnaris
Muscular branches of ulnar nerve	right	Rami musculares nervi ulnaris
Muscular triangle	left	Trigonum musculare
Muscular triangle	right	Trigonum musculare
Musculocutaneous nerve	left	Nervus musculocutaneus
Musculocutaneous nerve	right	Nervus musculocutaneus
Musculophrenic artery	left	Arteria musculoohrenica
Musculophrenic artery	right	Arteria musculoohrenica
Musculophrenic veins	left	Venae musculophrenicae
Musculophrenic veins	right	Venae musculophrenicae
Mylohyoid branch of inferior alveolar artery	left	Ramus mylohyoideus arteriae alveolaris inferioris
Mylohyoid branch of inferior alveolar artery	right	Ramus mylohyoideus arteriae alveolaris inferioris
Mylohyoid muscle	left	Musculus mylohyoideus
Mylohyoid muscle	right	Musculus mylohyoideus
Nail plate	left	Lamina unguis
Nail plate	right	Lamina unguis
Nasal bone	left	Os nasale
Nasal bone	right	Os nasale
Nasal region	left	Regio nasalis
Nasal region	right	Regio nasalis
Nasal septal cartilage		Cartilago septi nasi
Nasalis muscle	left	Musculus nasalis
Nasalis muscle	right	Musculus nasalis
Nasolabial sulcus	left	Sulcus nasolabialis
Nasolabial sulcus	right	Sulcus nasolabialis
Nasolacrimal duct	left	Ductus nasolacrimalis
Nasolacrimal duct	right	Ductus nasolacrimalis
Navicular bone	left	Os naviculare
Navicular bone	right	Os naviculare
Nerve to mylohyoid muscle	left	Nervus mylohyoideus
Nerve to mylohyoid muscle	right	Nervus mylohyoideus
Neurohypophysis		Neurohypophysis
Ninth rib	left	Nona costa
Ninth rib	right	Nona costa
Nuchal ligament		Ligamentum nuchae
Nucleus ambiguus	left	Nucleus ambiguus
Nucleus ambiguus	right	Nucleus ambiguus
Nucleus of abducens nerve	left	Nucleus nervi abducentis
Nucleus of abducens nerve	right	Nucleus nervi abducentis
Nucleus of accessory nerve	left	Nucleus nervi accessorii
Nucleus of accessory nerve	right	Nucleus nervi accessorii
Nucleus of hypoglossal nerve	left	Nucleus nervi hypoglossi
Nucleus of hypoglossal nerve	right	Nucleus nervi hypoglossi
Nucleus of oculomotor nerve	left	Nucleus nervi oculomotorius nucleus
Nucleus of oculomotor nerve	right	Nucleus nervi oculomotorius nucleus
Nucleus of solitary tract	left	Nucleus tractus solitarii
Nucleus of solitary tract	right	Nucleus tractus solitarii
Nucleus of trochlear nerve	left	Nucleus nervi trochlearis
Nucleus of trochlear nerve	right	Nucleus nervi trochlearis
Oblique cord	left	Chorda obliqua
Oblique cord	right	Chorda obliqua
Oblique head of adductor hallucis	left	Caput obliquum adductoris hallucis
Oblique head of adductor hallucis	right	Caput obliquum adductoris hallucis
Oblique head of adductor pollicis	left	Caput obliquum adductoris pollicis
Oblique head of adductor pollicis	right	Caput obliquum adductoris pollicis
Oblique part of cricothyroid muscle	left	Pars obliqua musculi cricothyreoidei
Oblique part of cricothyroid muscle	right	Pars obliqua musculi cricothyreoidei
Oblique popliteal ligament	left	Ligamentum popliteum obliquum
Oblique popliteal ligament	right	Ligamentum popliteum obliquum
Obliquus inferior capitis muscle	left	Musculus obliquus inferior capitis
Obliquus inferior capitis muscle	right	Musculus obliquus inferior capitis
Obliquus superior capitis muscle	left	Musculus obliquus superior capitis
Obliquus superior capitis muscle	right	Musculus obliquus superior capitis
Obturator externus	left	Obturator externus
Obturator externus	right	Obturator externus
Obturator internus	left	Obturator internus
Obturator internus	right	Obturator internus
Obturator membrane	left	Membrana obturatoria
Obturator membrane	right	Membrana obturatoria
Obturator nerve	left	Nervus obturatorius
Obturator nerve	right	Nervus obturatorius
Occipital artery	left	Arteria occipitalis
Occipital artery	right	Arteria occipitalis
Occipital bone		Os occipitale
Occipital pole	left	Polus occipitalis
Occipital pole	right	Polus occipitalis
Occipital region	left	Regio occipitalis
Occipital region	right	Regio occipitalis
Occipital vein	left	Vena occipitalis
Occipital vein	right	Vena occipitalis
Occipitalis muscle	left	Musculus occipitalis
Occipitalis muscle	right	Musculus occipitalis
Oculomotor nerve (III)	left	Nervus oculomotorius (III)
Oculomotor nerve (III)	right	Nervus oculomotorius (III)
Oesophagus		Oesophagus
Olfactory nerve (I)	left	Nervus olfactorius (I)
Olfactory nerve (I)	right	Nervus olfactorius (I)
Olfactory sulcus	left	Sulcus olfactorius
Olfactory sulcus	right	Sulcus olfactorius
Olive	left	Oliva
Olive	right	Oliva
Omental taenia		Taenia omentalis
Omohyoid muscle	left	Musculus omohyoideus
Omohyoid muscle	right	Musculus omohyoideus
Opercular part of inferior frontal gyrus	left	Pars opercularis gyri frontalis inferioris
Opercular part of inferior frontal gyrus	right	Pars opercularis gyri frontalis inferioris
Ophthalmic artery	left	Arteria ophthalmica
Ophthalmic artery	right	Arteria ophthalmica
Opponens digiti minimi muscle of hand	left	Musculus opponens digiti minimi manus
Opponens digiti minimi muscle of hand	right	Musculus opponens digiti minimi manus
Opponens pollicis muscle	left	Musculus opponens pollicis
Opponens pollicis muscle	right	Musculus opponens pollicis
Optic chiasm	left	Chiasma opticum
Optic chiasm	right	Chiasma opticum
Optic nerve (II)	left	Nervus opticus (II)
Optic nerve (II)	right	Nervus opticus (II)
Optic tract	left	Tractus opticus
Optic tract	right	Tractus opticus
Oral region	left	Regio oralis
Oral region	right	Regio oralis
Orbicularis oris muscle	left	Musculus orbicularis oris
Orbicularis oris muscle	right	Musculus orbicularis oris
Orbital gyri	left	Gyri orbitales
Orbital gyri	right	Gyri orbitales
Orbital part of orbicularis oculi	left	Pars orbitalis musculi orbicularis oculi
Orbital part of orbicularis oculi	right	Pars orbitalis musculi orbicularis oculi
Orbital region	left	Regio orbitalis
Orbital region	right	Regio orbitalis
Orbitofrontal branches of anterior cerebral artery	left	Rami orbitofrontales arteriae cerebri anterior
Orbitofrontal branches of anterior cerebral artery	right	Rami orbitofrontales arteriae cerebri anterior
Palatine bone	left	Os palatinum
Palatine bone	right	Os palatinum
Palatopharyngeus muscle	left	Musculus palatopharyngeus
Palatopharyngeus muscle	right	Musculus palatopharyngeus
Palm	left	Palma
Palm	right	Palma
Palmar aponeurosis	left	Aponeurosis palmaris
Palmar aponeurosis	right	Aponeurosis palmaris
Palmar branch of median nerve	left	Ramus palmaris nervi mediani
Palmar branch of median nerve	right	Ramus palmaris nervi mediani
Palmar branch of ulnar nerve	left	Ramus palmaris nervi ulnaris
Palmar branch of ulnar nerve	right	Ramus palmaris nervi ulnaris
Palmar capitohamate ligament	left	Ligamentum capitohamatum palmare
Palmar capitohamate ligament	right	Ligamentum capitohamatum palmare
Palmar carpal branch of radial artery	left	Ramus carpeus palmaris arteriae
Palmar carpal branch of radial artery	right	Ramus carpeus palmaris arteriae
Palmar carpometacarpal ligaments	left	Ligamenta carpometacarpea palmaria
Palmar carpometacarpal ligaments	right	Ligamenta carpometacarpea palmaria
Palmar digital veins	left	Venae digitales palmares
Palmar digital veins	right	Venae digitales palmares
Palmar interossei muscles	left	Musculi interossei palmares
Palmar interossei muscles	right	Musculi interossei palmares
Palmar interphalangeal ligaments	left	Ligamenta interphalangea palmaria
Palmar interphalangeal ligaments	right	Ligamenta interphalangea palmaria
Palmar lunotriquetral ligament	left	Ligamentum lunotriquetrum palmare
Palmar lunotriquetral ligament	right	Ligamentum lunotriquetrum palmare
Palmar metacarpal arteries	left	Arteriae metacarpeae palmares
Palmar metacarpal arteries	right	Arteriae metacarpeae palmares
Palmar metacarpal ligaments	left	Ligamenta metacarpea palmaria
Palmar metacarpal ligaments	right	Ligamenta metacarpea palmaria
Palmar radio-ulnar ligament	left	Ligamentum radioulnare palmare
Palmar radio-ulnar ligament	right	Ligamentum radioulnare palmare
Palmar scaphotriquetral ligament	left	Ligamentum scaphotriquetrum palmare
Palmar scaphotriquetral ligament	right	Ligamentum scaphotriquetrum palmare
Palmar trapezoideocapitate ligament	left	Ligamentum trapezoideocapitatum palmare
Palmar trapezoideocapitate ligament	right	Ligamentum trapezoideocapitatum palmare
Palmaris longus muscle	left	Musculus palmaris longus
Palmaris longus muscle	right	Musculus palmaris longus
Palpebral part of orbicularis oculi	left	Pars palpebralis musculi orbicularis oculi
Palpebral part of orbicularis oculi	right	Pars palpebralis musculi orbicularis oculi
Pancreas		Pancreas
Pancreatic duct		Ductus pancreaticus
Paracentral sulcus	left	Sulcus paracentralis
Paracentral sulcus	right	Sulcus paracentralis
Parietal bone	left	Os parietale
Parietal bone	right	Os parietale
Parietal region	left	Regio parietalis
Parietal region	right	Regio parietalis
Parieto-occipital artery	left	Arteria paritooccipitale
Parieto-occipital artery	right	Arteria paritooccipitale
Parieto-occipital sulcus	left	Sulcus parietooccipitalis
Parieto-occipital sulcus	right	Sulcus parietooccipitalis
Parotid duct	left	Ductus parotideus
Parotid duct	right	Ductus parotideus
Parotid gland	left	Glandula parotidea
Parotid gland	right	Glandula parotidea
Patella	left	Patella
Patella	right	Patella
Patellar anastomosis	left	Rete patellare
Patellar anastomosis	right	Rete patellare
Pectineus muscle	left	Musculus pectineus
Pectineus muscle	right	Musculus pectineus
Pectoral branches of thoraco-acromial artery	left	Rami pectorales arteriae thoracoacromialis
Pectoral branches of thoraco-acromial artery	right	Rami pectorales arteriae thoracoacromialis
Pectoral fascia	left	Fascia pectoralis
Pectoral fascia	right	Fascia pectoralis
Pectoral region	left	Regio pectoralis
Pectoral region	right	Regio pectoralis
Pectoralis minor muscle	left	Musculus pectoralis minor
Pectoralis minor muscle	right	Musculus pectoralis minor
Perforating branches of plantar metatarsal arteries	left	Rami perforantes arteriarum metatarsearum plantarium
Perforating branches of plantar metatarsal arteries	right	Rami perforantes arteriarum metatarsearum plantarium
Perforating femoral arteries	left	Arteriae perforantes femoris
Perforating femoral arteries	right	Arteriae perforantes femoris
Perforating veins	left	Venae perforantes
Perforating veins	right	Venae perforantes
Pericallosal artery	left	Arteria pericallosa
Pericallosal artery	right	Arteria pericallosa
Philtrum	left	Philtrum
Philtrum	right	Philtrum
Pineal gland		Glandula pinealis
Piriformis fascia	left	Fascia musculi piriformis
Piriformis fascia	right	Fascia musculi piriformis
Piriformis muscle	left	Musculus piriformis
Piriformis muscle	right	Musculus piriformis
Pisiform bone	left	Os pisiforme
Pisiform bone	right	Os pisiforme
Pisohamate ligament	left	Ligamentum pisohamatum
Pisohamate ligament	right	Ligamentum pisohamatum
Pisometacarpal ligament	left	Ligamentum pisometacarpeum
Pisometacarpal ligament	right	Ligamentum pisometacarpeum
Pisotriquetral ligament	left	Ligamentum pisotriquetrum
Pisotriquetral ligament	right	Ligamentum pisotriquetrum
Plantar aponeurosis	left	Aponeurosis plantaris
Plantar aponeurosis	right	Aponeurosis plantaris
Plantar arch	left	Arcus plantaris
Plantar arch	right	Arcus plantaris
Plantar calcaneocuboid ligament	left	Ligamentum calcaneocuboideum plantare
Plantar calcaneocuboid ligament	right	Ligamentum calcaneocuboideum plantare
Plantar cuneocuboid ligament	left	Ligamentum cuneocuboideum plantare
Plantar cuneocuboid ligament	right	Ligamentum cuneocuboideum plantare
Plantar cuneonavicular ligaments	left	Ligamenta cuneonavicularia plantaria
Plantar cuneonavicular ligaments	right	Ligamenta cuneonavicularia plantaria
Plantar digital veins	left	Venae digitales plantares
Plantar digital veins	right	Venae digitales plantares
Plantar intercuneiform ligaments	left	Ligamenta intercuneiformia plantaria
Plantar intercuneiform ligaments	right	Ligamenta intercuneiformia plantaria
Plantar interossei muscles	left	Musculi interossei plantares
Plantar interossei muscles	right	Musculi interossei plantares
Plantar interphalangeal ligaments	left	Ligamenta interphalangea plantaria
Plantar interphalangeal ligaments	right	Ligamenta interphalangea plantaria
Plantar metatarsal arteries	left	Arteriae metatarseae plantares
Plantar metatarsal arteries	right	Arteriae metatarseae plantares
Plantar metatarsal ligaments	left	Ligamenta metatarsea plantaria
Plantar metatarsal ligaments	right	Ligamenta metatarsea plantaria
Plantar metatarsal veins	left	Venae metatarseae plantares
Plantar metatarsal veins	right	Venae metatarseae plantares
Plantar metatarsophalangeal ligaments	left	Ligamenta metatarsophalangea plantaria
Plantar metatarsophalangeal ligaments	right	Ligamenta metatarsophalangea plantaria
Plantar surfaces of digits of foot	left	Facies plantares digitorum
Plantar surfaces of digits of foot	right	Facies plantares digitorum
Plantar tarsometatarsal ligaments	left	Ligamenta tarsometatarsea plantaria
Plantar tarsometatarsal ligaments	right	Ligamenta tarsometatarsea plantaria
Plantar venous arch	left	Arcus venosus plantaris
Plantar venous arch	right	Arcus venosus plantaris
Plantaris muscle	left	Musculus plantaris
Plantaris muscle	right	Musculus plantaris
Platysma	left	Platysma
Platysma	right	Platysma
Pons	left	Pons
Pons	right	Pons
Popliteal artery	left	Arteria poplitea
Popliteal artery	right	Arteria poplitea
Popliteal fascia	left	Fascia poplitea
Popliteal fascia	right	Fascia poplitea
Popliteal fossa	left	Fossa poplitea
Popliteal fossa	right	Fossa poplitea
Popliteal vein	left	Vena poplitea
Popliteal vein	right	Vena poplitea
Popliteofibular ligament	left	Ligamentum popliteofibulare
Popliteofibular ligament	right	Ligamentum popliteofibulare
Popliteus muscle	left	Musculus popliteus
Popliteus muscle	right	Musculus popliteus
Postcentral gyrus	left	Gyrus postcentralis
Postcentral gyrus	right	Gyrus postcentralis
Postcentral sulcus	left	Sulcus postcentralis
Postcentral sulcus	right	Sulcus postcentralis
