name	side	fma	system	layer
Lateral talocalcaneal ligament	left	FMA:44288	musculoskeletal	connective
Talocalcaneal interosseous ligament	left	FMA:44203	musculoskeletal	connective
Calcaneocuboid ligament	right	FMA:44235	musculoskeletal	connective
Talonavicular ligament	right	FMA:44217	musculoskeletal	connective
Dorsal cuboideonavicular ligament	left	FMA:44222	musculoskeletal	connective
Lateral talocalcaneal ligament	right	FMA:44287	musculoskeletal	connective
Talocalcaneal interosseous ligament	right	FMA:44202	musculoskeletal	connective
Plantar calcaneonavicular ligament	left	FMA:44256	musculoskeletal	connective
Plantar cuneocuboid ligament	right	FMA:44267	musculoskeletal	connective
Plantar cuboideonavicular ligament	right	FMA:44261	musculoskeletal	connective
Plantar cuboideonavicular ligament	left	FMA:44262	musculoskeletal	connective
Dorsal cuboideonavicular ligament	right	FMA:44221	musculoskeletal	connective
Calcaneocuboid ligament	left	FMA:44236	musculoskeletal	connective
Cuneocuboid interosseous ligament	right	FMA:44205	musculoskeletal	connective
Plantar calcaneocuboid ligament	left	FMA:44253	musculoskeletal	connective
Talonavicular ligament	left	FMA:44218	musculoskeletal	connective
Dorsal cuneocuboid ligament	right	FMA:44229	musculoskeletal	connective
Dorsal cuneocuboid ligament	left	FMA:44230	musculoskeletal	connective
Medial talocalcaneal ligament	right	FMA:44289	musculoskeletal	connective
Dorsal calcaneocuboid ligament	left	FMA:44244	musculoskeletal	connective
Plantar calcaneonavicular ligament	right	FMA:44255	musculoskeletal	connective
Dorsal calcaneocuboid ligament	right	FMA:44243	musculoskeletal	connective
Cuneocuboid interosseous ligament	left	FMA:44206	musculoskeletal	connective
Calcaneonavicular ligament	left	FMA:44238	musculoskeletal	connective
Articular capsule of hip joint	right	FMA:42979	musculoskeletal	connective
Transverse acetabular ligament	right	FMA:43519	musculoskeletal	connective
Pubofemoral ligament	left	FMA:43026	musculoskeletal	connective
Acetabular labrum	left	FMA:43529	musculoskeletal	connective
Pubofemoral ligament	right	FMA:43025	musculoskeletal	connective
Articular capsule of hip joint	left	FMA:42980	musculoskeletal	connective
Transverse part of iliofemoral ligament	right	FMA:43038	musculoskeletal	connective
Descending part of iliofemoral ligament	right	FMA:43036	musculoskeletal	connective
Transverse part of iliofemoral ligament	left	FMA:43039	musculoskeletal	connective
Acetabular labrum	right	FMA:43528	musculoskeletal	connective
Ischiofemoral ligament	left	FMA:43029	musculoskeletal	connective
Ischiofemoral ligament	right	FMA:43028	musculoskeletal	connective
Transverse acetabular ligament	left	FMA:43520	musculoskeletal	connective
Descending part of iliofemoral ligament	left	FMA:43037	musculoskeletal	connective
Calcaneofibular ligament	right	FMA:44090	musculoskeletal	connective
Posterior talofibular ligament	left	FMA:44088	musculoskeletal	connective
Anterior talofibular ligament	right	FMA:44085	musculoskeletal	connective
Anterior talofibular ligament	left	FMA:44086	musculoskeletal	connective
Calcaneofibular ligament	left	FMA:44091	musculoskeletal	connective
Posterior talofibular ligament	right	FMA:44087	musculoskeletal	connective
Articular capsule of temporomandibular joint	right	FMA:57051	musculoskeletal	connective
Articular capsule of temporomandibular joint	left	FMA:57052	musculoskeletal	connective
Stylomandibular ligament	right	FMA:57084	musculoskeletal	connective
Stylomandibular ligament	left	FMA:57086	musculoskeletal	connective
Sphenomandibular ligament	right	FMA:57078	musculoskeletal	connective
Pterygospinous ligament	left	FMA:72312	musculoskeletal	connective
Pterygospinous ligament	right	FMA:72310	musculoskeletal	connective
Sphenomandibular ligament	left	FMA:57079	musculoskeletal	connective
Interosseous membrane of forearm	right	FMA:23707	musculoskeletal	connective
Interosseous membrane of forearm	left	FMA:23708	musculoskeletal	connective
Articular capsule of elbow joint	left	FMA:38889	musculoskeletal	connective
Articular capsule of elbow joint	right	FMA:38888	musculoskeletal	connective
Deep transverse metacarpal ligament	right	FMA:42462	musculoskeletal	connective
Deep transverse metacarpal ligament	left	FMA:42463	musculoskeletal	connective
Dorsal ulnocarpal ligament	right	FMA:40011	musculoskeletal	connective
Pisometacarpal ligament	right	FMA:42314	musculoskeletal	connective
Dorsal ulnocarpal ligament	left	FMA:40012	musculoskeletal	connective
Pisohamate ligament	left	FMA:42313	musculoskeletal	connective
Radiate carpal ligament	right	FMA:42306	musculoskeletal	connective
Ulnar collateral ligament of wrist joint	right	FMA:40015	musculoskeletal	connective
Radial collateral ligament of wrist joint	right	FMA:40017	musculoskeletal	connective
Radiate carpal ligament	left	FMA:42307	musculoskeletal	connective
Pisometacarpal ligament	left	FMA:42315	musculoskeletal	connective
Pisohamate ligament	right	FMA:42312	musculoskeletal	connective
Superior glenohumeral ligament	left	FMA:35440	musculoskeletal	connective
Glenoid labrum	left	FMA:23292	musculoskeletal	connective
Coracohumeral ligament	left	FMA:34953	musculoskeletal	connective
Transverse humeral ligament	left	FMA:38408	musculoskeletal	connective
Inferior glenohumeral ligament	right	FMA:35443	musculoskeletal	connective
Coracohumeral ligament	right	FMA:34952	musculoskeletal	connective
Superior glenohumeral ligament	right	FMA:35439	musculoskeletal	connective
Articular capsule of glenohumeral joint	right	FMA:34945	musculoskeletal	connective
Glenoid labrum	right	FMA:23291	musculoskeletal	connective
Articular capsule of glenohumeral joint	left	FMA:34946	musculoskeletal	connective
Transverse humeral ligament	right	FMA:38407	musculoskeletal	connective
Inferior glenohumeral ligament	left	FMA:35444	musculoskeletal	connective
Middle glenohumeral ligament	right	FMA:35441	musculoskeletal	connective
Middle glenohumeral ligament	left	FMA:35442	musculoskeletal	connective
Ulnar collateral ligament of wrist joint	left	FMA:40016	musculoskeletal	connective
Dorsal radiocarpal ligament	right	FMA:40007	musculoskeletal	connective
Radial collateral ligament of wrist joint	left	FMA:40018	musculoskeletal	connective
Dorsal radiocarpal ligament	left	FMA:40008	musculoskeletal	connective
Superior transverse scapular ligament	left	FMA:26005	musculoskeletal	connective
Inferior transverse scapular ligament	right	FMA:26006	musculoskeletal	connective
Coraco-acromial ligament	left	FMA:26003	musculoskeletal	connective
Coraco-acromial ligament	right	FMA:26002	musculoskeletal	connective
Inferior transverse scapular ligament	left	FMA:26007	musculoskeletal	connective
Superior transverse scapular ligament	right	FMA:26004	musculoskeletal	connective
Costoclavicular ligament	right	FMA:26023	musculoskeletal	connective
Anterior sternoclavicular ligament	left	FMA:26020	musculoskeletal	connective
Posterior sternoclavicular ligament	left	FMA:26022	musculoskeletal	connective
Anterior sternoclavicular ligament	right	FMA:26019	musculoskeletal	connective
Costoclavicular ligament	left	FMA:26024	musculoskeletal	connective
Posterior sternoclavicular ligament	right	FMA:26021	musculoskeletal	connective
Articular capsule of sternoclavicular joint	right	FMA:26015	musculoskeletal	connective
Articular capsule of sternoclavicular joint	left	FMA:26016	musculoskeletal	connective
Articular capsule of acromioclavicular joint	right	FMA:26042	musculoskeletal	connective
Articular capsule of acromioclavicular joint	left	FMA:26043	musculoskeletal	connective
Intercornual ligament	left	FMA:21508	musculoskeletal	connective
Intercornual ligament	right	FMA:21507	musculoskeletal	connective
Supraspinous ligament		FMA:13425	musculoskeletal	connective
Posterior longitudinal ligament		FMA:31894	musculoskeletal	connective
Anterior longitudinal ligament		FMA:31893	musculoskeletal	connective
Intra-articular ligament of head of rib		FMA:8962	musculoskeletal	connective
Falx cerebri		FMA:83967	nervous	organ
Putamen	left	FMA:72829	nervous	organ
Putamen	right	FMA:72828	nervous	organ
Caudate nucleus	right	FMA:72826	nervous	organ
Caudate nucleus	left	FMA:72827	nervous	organ
Lentiform nucleus	right	FMA:273356	nervous	organ
Globus pallidus	left	FMA:72831	nervous	organ
Globus pallidus	right	FMA:72830	nervous	organ
Lentiform nucleus	left	FMA:273358	nervous	organ
Transverse occipital sulcus	right	FMA:275441	nervous	organ
Transverse occipital sulcus	left	FMA:275443	nervous	organ
Calcarine sulcus	left	FMA:275265	nervous	organ
Occipital pole	right	FMA:272833	nervous	organ
Cuneus	right	FMA:72679	nervous	organ
Occipital pole	left	FMA:272835	nervous	organ
Lunate sulcus	right	FMA:275449	nervous	organ
Lingual gyrus	left	FMA:72682	nervous	organ
Calcarine sulcus	right	FMA:275263	nervous	organ
Lunate sulcus	left	FMA:275451	nervous	organ
Cuneus	left	FMA:72680	nervous	organ
Lingual gyrus	right	FMA:72681	nervous	organ
Opercular part of inferior frontal gyrus	left	FMA:72753	nervous	organ
Triangular part of inferior frontal gyrus	left	FMA:72751	nervous	organ
Paracentral sulcus	left	FMA:275341	nervous	organ
Olfactory sulcus	right	FMA:275369	nervous	organ
Triangular part of inferior frontal gyrus	right	FMA:72750	nervous	organ
Inferior frontal sulcus	right	FMA:275319	nervous	organ
Superior frontal sulcus	right	FMA:275295	nervous	organ
Paracentral sulcus	right	FMA:275339	nervous	organ
Superior frontal sulcus	left	FMA:275297	nervous	organ
Inferior frontal sulcus	left	FMA:275321	nervous	organ
Opercular part of inferior frontal gyrus	right	FMA:72752	nervous	organ
Olfactory sulcus	left	FMA:275371	nervous	organ
Stria terminalis	left	FMA:72940	nervous	organ
Stria terminalis	right	FMA:72939	nervous	organ
Anterior commissure		FMA:61961	nervous	organ
Corpus callosum		FMA:86464	nervous	organ
Temporal pole	right	FMA:272829	nervous	organ
Inferior temporal sulcus	left	FMA:275427	nervous	organ
Temporal pole	left	FMA:272831	nervous	organ
Inferior temporal sulcus	right	FMA:275425	nervous	organ
Superior temporal sulcus	right	FMA:275421	nervous	organ
Superior temporal sulcus	left	FMA:275423	nervous	organ
Septum pellucidum		FMA:61844	nervous	organ
Hippocampus	right	FMA:275022	nervous	organ
Posterior transverse collateral sulcus	right	FMA:275540	nervous	organ
Subparietal sulcus	right	FMA:275397	nervous	organ
Posterior transverse collateral sulcus	left	FMA:275542	nervous	organ
Circular sulcus of insula	left	FMA:275285	nervous	organ
Subparietal sulcus	left	FMA:275399	nervous	organ
Circular sulcus of insula	right	FMA:275283	nervous	organ
Parieto-occipital sulcus	right	FMA:275287	nervous	organ
Central sulcus	right	FMA:275275	nervous	organ
Collateral sulcus	left	FMA:275273	nervous	organ
Collateral sulcus	right	FMA:275271	nervous	organ
Central sulcus	left	FMA:275277	nervous	organ
Parieto-occipital sulcus	left	FMA:275289	nervous	organ
Postcentral sulcus	right	FMA:275385	nervous	organ
Precuneus	right	FMA:72673	nervous	organ
Precuneus	left	FMA:72674	nervous	organ
Intraparietal sulcus	left	FMA:275383	nervous	organ
Postcentral sulcus	left	FMA:275387	nervous	organ
Intraparietal sulcus	right	FMA:275381	nervous	organ
Optic tract	left	FMA:67936	nervous	organ
Medial geniculate body	right	FMA:73309	nervous	organ
Thalamus	left	FMA:258716	nervous	organ
Posterior commissure		FMA:62072	nervous	organ
Medial geniculate body	left	FMA:73310	nervous	organ
Optic tract	right	FMA:62382	nervous	organ
Lateral geniculate body	right	FMA:73303	nervous	organ
Thalamus	right	FMA:258714	nervous	organ
Lateral geniculate body	left	FMA:73304	nervous	organ
Tonsil of cerebellum	left	FMA:256397	nervous	organ
Posterior quadrangular lobule	left	FMA:256406	nervous	organ
Tonsil of cerebellum	right	FMA:256395	nervous	organ
Anterior quadrangular lobule	right	FMA:73660	nervous	organ
Anterior quadrangular lobule	left	FMA:73661	nervous	organ
Superior cerebellar peduncle	right	FMA:73614	nervous	organ
Gracile lobule	left	FMA:73674	nervous	organ
Inferior semilunar lobule	left	FMA:73672	nervous	organ
Inferior semilunar lobule	right	FMA:73671	nervous	organ
Superior semilunar lobule	right	FMA:73669	nervous	organ
Peduncle of flocculus	left	FMA:73696	nervous	organ
Posterior quadrangular lobule	right	FMA:256404	nervous	organ
Superior cerebellar peduncle	left	FMA:73615	nervous	organ
Gracile lobule	right	FMA:73673	nervous	organ
Superior semilunar lobule	left	FMA:73670	nervous	organ
Peduncle of flocculus	right	FMA:73695	nervous	organ
Anterior cochlear nucleus	right	FMA:54622	nervous	organ
Inferior salivatory nucleus	left	FMA:73802	nervous	organ
Posterior cochlear nucleus	left	FMA:54626	nervous	organ
Posterior cochlear nucleus	right	FMA:54625	nervous	organ
Inferior salivatory nucleus	right	FMA:73801	nervous	organ
Nucleus ambiguus	right	FMA:54589	nervous	organ
Anterior cochlear nucleus	left	FMA:54623	nervous	organ
Nucleus ambiguus	left	FMA:54590	nervous	organ
Red nucleus	left	FMA:73492	nervous	organ
Red nucleus	right	FMA:73491	nervous	organ
Motor nucleus of facial nerve	left	FMA:54584	nervous	organ
Superior salivatory nucleus	right	FMA:73594	nervous	organ
Superior salivatory nucleus	left	FMA:73595	nervous	organ
Motor nucleus of facial nerve	right	FMA:54583	nervous	organ
Lateral fasciculus proprius		FMA:77027	nervous	organ
Posterior spinocerebellar tract		FMA:72641	nervous	organ
Rubrospinal tract		FMA:72640	nervous	organ
Anterior spinocerebellar tract		FMA:72642	nervous	organ
Lateral reticulospinal tract		FMA:75689	nervous	organ
Lateral corticospinal tract		FMA:72635	nervous	organ
Anterior corticospinal tract		FMA:268255	nervous	organ
Medial reticulospinal tract		FMA:75688	nervous	organ
Tectospinal tract		FMA:72620	nervous	organ
Gracile fasciculus		FMA:258416	nervous	organ
Lateral spinothalamic tract		FMA:73965	nervous	organ
Nucleus proprius		FMA:286864	nervous	organ
Spinal reticular process		FMA:74025	nervous	organ
Intermediomedial nucleus		FMA:73918	nervous	organ
Intermediolateral nucleus		FMA:73915	nervous	organ
Sympathetic trunk	left	FMA:6260	nervous	organ
Sympathetic trunk	right	FMA:6259	nervous	organ
Buccal nerve	left	FMA:53068	nervous	organ
Buccal nerve	right	FMA:53067	nervous	organ
Lingual nerve	left	FMA:53220	nervous	organ
Inferior alveolar nerve	left	FMA:53245	nervous	organ
Mental nerve	left	FMA:53252	nervous	organ
Inferior alveolar nerve	right	FMA:53244	nervous	organ
Mental nerve	right	FMA:53251	nervous	organ
Lingual nerve	right	FMA:53219	nervous	organ
Sensory root of trigeminal nerve	right	FMA:52613	nervous	organ
Maxillary nerve	right	FMA:52725	nervous	organ
Motor root of trigeminal nerve	right	FMA:52615	nervous	organ
Maxillary nerve	left	FMA:52726	nervous	organ
Sensory root of trigeminal nerve	left	FMA:52614	nervous	organ
Motor root of trigeminal nerve	left	FMA:52616	nervous	organ
Chorda tympani	right	FMA:53229	nervous	organ
Vestibular nerve	left	FMA:53409	nervous	organ
Cochlear nerve		FMA:53431	nervous	organ
Vestibular nerve	right	FMA:53402	nervous	organ
Chorda tympani	left	FMA:53230	nervous	organ
Superficial branch of radial nerve	right	FMA:292887	nervous	organ
Inferior subscapular nerve	right	FMA:65308	nervous	organ
Superficial branch of radial nerve	left	FMA:292889	nervous	organ
Superior subscapular nerve	left	FMA:65306	nervous	organ
Thoracodorsal nerve	left	FMA:65292	nervous	organ
Thoracodorsal nerve	right	FMA:65291	nervous	organ
Inferior subscapular nerve	left	FMA:65309	nervous	organ
Median nerve	left	FMA:37068	nervous	organ
Palmar branch of median nerve	left	FMA:65328	nervous	organ
Medial pectoral nerve	right	FMA:65294	nervous	organ
Medial pectoral nerve	left	FMA:65295	nervous	organ
Deep branch of ulnar nerve	right	FMA:44680	nervous	organ
Palmar branch of ulnar nerve	right	FMA:65349	nervous	organ
Dorsal branch of ulnar nerve	right	FMA:292830	nervous	organ
Superficial branch of ulnar nerve	right	FMA:44894	nervous	organ
Palmar branch of ulnar nerve	left	FMA:65350	nervous	organ
Deep branch of ulnar nerve	left	FMA:80210	nervous	organ
Dorsal branch of ulnar nerve	left	FMA:292832	nervous	organ
Superficial branch of ulnar nerve	left	FMA:44932	nervous	organ
Suprascapular nerve	right	FMA:66083	nervous	organ
Long thoracic nerve	right	FMA:65281	nervous	organ
Suprascapular nerve	left	FMA:66084	nervous	organ
Long thoracic nerve	left	FMA:65282	nervous	organ
Median nerve	right	FMA:37067	nervous	organ
Palmar branch of median nerve	right	FMA:65327	nervous	organ
Lateral pectoral nerve	right	FMA:65298	nervous	organ
Musculocutaneous nerve	right	FMA:37065	nervous	organ
Musculocutaneous nerve	left	FMA:37066	nervous	organ
Lateral pectoral nerve	left	FMA:65297	nervous	organ
Iliohypogastric nerve	right	FMA:16491	nervous	organ
Iliohypogastric nerve	left	FMA:16492	nervous	organ
Lateral femoral cutaneous nerve	left	FMA:16498	nervous	organ
Superior subscapular nerve	right	FMA:65305	nervous	organ
Lateral femoral cutaneous nerve	right	FMA:16497	nervous	organ
Saphenous nerve	right	FMA:45263	nervous	organ
Infrapatellar branch of saphenous nerve	right	FMA:45326	nervous	organ
Saphenous nerve	left	FMA:45264	nervous	organ
Infrapatellar branch of saphenous nerve	left	FMA:45327	nervous	organ
Genitofemoral nerve	right	FMA:20630	nervous	organ
Genital branch of genitofemoral nerve	right	FMA:20632	nervous	organ
Femoral branch of genitofemoral nerve	right	FMA:20634	nervous	organ
Posterior branch of obturator nerve	right	FMA:45310	nervous	organ
Anterior branch of obturator nerve	right	FMA:45308	nervous	organ
Genitofemoral nerve	left	FMA:20631	nervous	organ
Genital branch of genitofemoral nerve	left	FMA:20633	nervous	organ
Femoral branch of genitofemoral nerve	left	FMA:20635	nervous	organ
Posterior branch of obturator nerve	left	FMA:45311	nervous	organ
Anterior branch of obturator nerve	left	FMA:45309	nervous	organ
Posterior femoral cutaneous nerve	right	FMA:45338	nervous	organ
Sciatic nerve	left	FMA:22112	nervous	organ
Tibial nerve	left	FMA:22110	nervous	organ
Medial sural cutaneous nerve	left	FMA:45423	nervous	organ
Sural nerve	left	FMA:45425	nervous	organ
Common fibular nerve	left	FMA:45358	nervous	organ
Superficial fibular nerve	left	FMA:45364	nervous	organ
Deep fibular nerve	left	FMA:45388	nervous	organ
Pudendal nerve	right	FMA:21863	nervous	organ
Pudendal nerve	left	FMA:21864	nervous	organ
Sciatic nerve	right	FMA:22111	nervous	organ
Tibial nerve	right	FMA:22109	nervous	organ
Medial sural cutaneous nerve	right	FMA:45422	nervous	organ
Sural nerve	right	FMA:45424	nervous	organ
Common fibular nerve	right	FMA:45357	nervous	organ
Superficial fibular nerve	right	FMA:45363	nervous	organ
Deep fibular nerve	right	FMA:45387	nervous	organ
Posterior femoral cutaneous nerve	left	FMA:45339	nervous	organ
Cauda equina		FMA:52590	nervous	organ
Lacrimal sac	left	FMA:59546	nervous	organ
Lacrimal gland	right	FMA:59102	nervous	organ
Lacrimal gland	left	FMA:59103	nervous	organ
Lacrimal sac	right	FMA:59545	nervous	organ
Lacrimal canaliculus	right	FMA:59582	nervous	organ
Ampulla of lacrimal canaliculus	right	FMA:59586	nervous	organ
Nasolacrimal duct	left	FMA:59556	nervous	organ
Lacrimal canaliculus	left	FMA:59583	nervous	organ
Ampulla of lacrimal canaliculus	left	FMA:59587	nervous	organ
Nasolacrimal duct	right	FMA:59555	nervous	organ
Left subclavian artery		FMA:4694	cardiovascular	organ
Thoraco-acromial artery	left	FMA:22673	cardiovascular	organ
Brachial artery	left	FMA:22692	cardiovascular	organ
Deep palmar arch	left	FMA:22840	cardiovascular	organ
Palmar carpal branch of radial artery	left	FMA:22768	cardiovascular	organ
Posterior interosseous artery	left	FMA:22815	cardiovascular	organ
Deep external pudendal artery	right	FMA:20794	cardiovascular	organ
Superficial external pudendal artery	right	FMA:20792	cardiovascular	organ
Descending branch of lateral circumflex femoral artery		FMA:20805	cardiovascular	organ
Deep plantar artery	right	FMA:69514	cardiovascular	organ
Right common carotid artery		FMA:3941	cardiovascular	organ
External carotid artery	right	FMA:3945	cardiovascular	organ
Superficial temporal artery	right	FMA:49651	cardiovascular	organ
Frontal branch of superficial temporal artery	right	FMA:49673	cardiovascular	organ
Transverse facial artery	right	FMA:49658	cardiovascular	organ
Ascending pharyngeal artery	right	FMA:49498	cardiovascular	organ
Facial artery	right	FMA:49550	cardiovascular	organ
Superior labial artery	right	FMA:49571	cardiovascular	organ
Submental artery	right	FMA:49562	cardiovascular	organ
Inferior labial artery	right	FMA:49568	cardiovascular	organ
Angular artery	right	FMA:49584	cardiovascular	organ
Maxillary artery	right	FMA:49676	cardiovascular	organ
Infra-orbital artery	right	FMA:49768	cardiovascular	organ
Posterior superior alveolar artery	right	FMA:49758	cardiovascular	organ
Artery of pterygoid canal	right	FMA:85529	cardiovascular	organ
Anterior deep temporal artery	right	FMA:49747	cardiovascular	organ
Buccal artery	right	FMA:49755	cardiovascular	organ
Inferior alveolar artery	right	FMA:49696	cardiovascular	organ
Posterior deep temporal artery	right	FMA:49749	cardiovascular	organ
Middle meningeal artery	right	FMA:49712	cardiovascular	organ
Accessory branch of middle meningeal artery	right	FMA:49721	cardiovascular	organ
Descending palatine artery	right	FMA:49792	cardiovascular	organ
Greater palatine artery	right	FMA:49798	cardiovascular	organ
Lacrimal artery	right	FMA:49928	cardiovascular	organ
Central retinal artery	right	FMA:49880	cardiovascular	organ
Right subclavian artery		FMA:3953	cardiovascular	organ
Posterior cerebral artery	left	FMA:50585	cardiovascular	organ
Posterior cerebral artery	right	FMA:50584	cardiovascular	organ
Brachial artery	right	FMA:22691	cardiovascular	organ
Deep palmar arch	right	FMA:22839	cardiovascular	organ
Palmar carpal branch of radial artery	right	FMA:22767	cardiovascular	organ
Posterior interosseous artery	right	FMA:22814	cardiovascular	organ
Thoraco-acromial artery	right	FMA:22672	cardiovascular	organ
Left gastric artery		FMA:14768	cardiovascular	organ
Left testicular artery		FMA:14760	cardiovascular	organ
Left colic artery		FMA:14826	cardiovascular	organ
Ascending branch of left colic artery		FMA:14828	cardiovascular	organ
Descending branch of left colic artery		FMA:14829	cardiovascular	organ
Right renal artery		FMA:14752	cardiovascular	organ
Left renal artery		FMA:14753	cardiovascular	organ
Right colic artery		FMA:14811	cardiovascular	organ
Anterior division of internal iliac artery	left	FMA:69800	cardiovascular	organ
Deep artery of penis	left	FMA:20821	cardiovascular	organ
Posterior division of internal iliac artery	left	FMA:69802	cardiovascular	organ
Anterior division of internal iliac artery	right	FMA:69799	cardiovascular	organ
Deep artery of penis	right	FMA:20820	cardiovascular	organ
Posterior division of internal iliac artery	right	FMA:69801	cardiovascular	organ
Thoracic aorta		FMA:3786	cardiovascular	organ
Superficial external pudendal artery	left	FMA:20793	cardiovascular	organ
Deep plantar artery	left	FMA:69515	cardiovascular	organ
Deep external pudendal artery	left	FMA:20795	cardiovascular	organ
Left common carotid artery		FMA:4058	cardiovascular	organ
Lacrimal artery	left	FMA:49929	cardiovascular	organ
Central retinal artery	left	FMA:49881	cardiovascular	organ
External carotid artery	left	FMA:4060	cardiovascular	organ
Superficial temporal artery	left	FMA:49652	cardiovascular	organ
Transverse facial artery	left	FMA:49659	cardiovascular	organ
Frontal branch of superficial temporal artery	left	FMA:49674	cardiovascular	organ
Facial artery	left	FMA:49551	cardiovascular	organ
Inferior labial artery	left	FMA:49569	cardiovascular	organ
Submental artery	left	FMA:49563	cardiovascular	organ
Angular artery	left	FMA:49585	cardiovascular	organ
Superior labial artery	left	FMA:49572	cardiovascular	organ
Ascending pharyngeal artery	left	FMA:49499	cardiovascular	organ
Maxillary artery	left	FMA:49677	cardiovascular	organ
Inferior alveolar artery	left	FMA:49697	cardiovascular	organ
Middle meningeal artery	left	FMA:49713	cardiovascular	organ
Accessory branch of middle meningeal artery	left	FMA:49722	cardiovascular	organ
Descending palatine artery	left	FMA:49793	cardiovascular	organ
Greater palatine artery	left	FMA:49799	cardiovascular	organ
Anterior deep temporal artery	left	FMA:49748	cardiovascular	organ
Artery of pterygoid canal	left	FMA:85530	cardiovascular	organ
Infra-orbital artery	left	FMA:49769	cardiovascular	organ
Posterior deep temporal artery	left	FMA:49750	cardiovascular	organ
Buccal artery	left	FMA:49756	cardiovascular	organ
Posterior superior alveolar artery	left	FMA:49759	cardiovascular	organ
Bifurcation of pulmonary trunk		FMA:8700	cardiovascular	organ
Right pulmonary artery		FMA:50872	cardiovascular	organ
Left pulmonary artery		FMA:50873	cardiovascular	organ
Left ventricle		FMA:7101	cardiovascular	organ
Left atrium		FMA:7097	cardiovascular	organ
Right atrium		FMA:7096	cardiovascular	organ
Right ventricle		FMA:7098	cardiovascular	organ
Anterior papillary muscle of right ventricle		FMA:7260	cardiovascular	organ
Septal papillary muscle of right ventricle		FMA:7262	cardiovascular	organ
Left coronary artery		FMA:50040	cardiovascular	organ
Right coronary artery		FMA:50039	cardiovascular	organ
Left superior pulmonary vein		FMA:49916	cardiovascular	organ
Left inferior pulmonary vein		FMA:49913	cardiovascular	organ
Right superior pulmonary vein		FMA:49914	cardiovascular	organ
Right inferior pulmonary vein		FMA:49911	cardiovascular	organ
Left subclavian vein		FMA:4763	cardiovascular	organ
External jugular vein	left	FMA:13112	cardiovascular	organ
Posterior auricular vein	left	FMA:50853	cardiovascular	organ
Anterior jugular vein	left	FMA:13320	cardiovascular	organ
Dorsal venous network of hand	left	FMA:62507	cardiovascular	organ
Right brachiocephalic vein		FMA:4751	cardiovascular	organ
Right subcostal vein		FMA:4844	cardiovascular	organ
Right superior intercostal vein		FMA:4877	cardiovascular	organ
Left subcostal vein		FMA:4951	cardiovascular	organ
Left ascending lumbar vein		FMA:4950	cardiovascular	organ
Right ascending lumbar vein		FMA:4843	cardiovascular	organ
Left brachiocephalic vein		FMA:4761	cardiovascular	organ
Left superior intercostal vein		FMA:4797	cardiovascular	organ
Superior thyroid vein	left	FMA:50809	cardiovascular	organ
Lingual vein	left	FMA:52566	cardiovascular	organ
Retromandibular vein	left	FMA:50930	cardiovascular	organ
Facial vein	left	FMA:50877	cardiovascular	organ
Angular vein	left	FMA:50896	cardiovascular	organ
Superior labial vein	left	FMA:52540	cardiovascular	organ
Submental vein	left	FMA:50927	cardiovascular	organ
Superior thyroid vein	right	FMA:50808	cardiovascular	organ
Retromandibular vein	right	FMA:50929	cardiovascular	organ
Facial vein	right	FMA:50876	cardiovascular	organ
Submental vein	right	FMA:50926	cardiovascular	organ
Angular vein	right	FMA:50895	cardiovascular	organ
Superior labial vein	right	FMA:52539	cardiovascular	organ
Lingual vein	right	FMA:52565	cardiovascular	organ
Right colic vein		FMA:15407	cardiovascular	organ
Inferior petrosal sinus	left	FMA:51292	cardiovascular	organ
Inferior petrosal sinus	right	FMA:51291	cardiovascular	organ
Basilar venous plexus		FMA:50783	cardiovascular	organ
Posterior intercavernous sinus		FMA:50775	cardiovascular	organ
Anterior intercavernous sinus		FMA:50774	cardiovascular	organ
Cavernous sinus	right	FMA:51402	cardiovascular	organ
Cavernous sinus	left	FMA:51403	cardiovascular	organ
Sigmoid sinus	right	FMA:51293	cardiovascular	organ
Transverse sinus	right	FMA:50764	cardiovascular	organ
Superior petrosal sinus	right	FMA:51289	cardiovascular	organ
Superior sagittal sinus		FMA:50767	cardiovascular	organ
Straight sinus		FMA:50769	cardiovascular	organ
Inferior sagittal sinus		FMA:50768	cardiovascular	organ
Occipital sinus		FMA:50781	cardiovascular	organ
Sigmoid sinus	left	FMA:51294	cardiovascular	organ
Transverse sinus	left	FMA:50765	cardiovascular	organ
Superior petrosal sinus	left	FMA:51290	cardiovascular	organ
Inferior ophthalmic vein	right	FMA:51250	cardiovascular	organ
Inferior ophthalmic vein	left	FMA:51251	cardiovascular	organ
Superior ophthalmic vein	right	FMA:51248	cardiovascular	organ
Superior ophthalmic vein	left	FMA:51249	cardiovascular	organ
Right subclavian vein		FMA:4755	cardiovascular	organ
Dorsal venous network of hand	right	FMA:62506	cardiovascular	organ
External jugular vein	right	FMA:13111	cardiovascular	organ
Anterior jugular vein	right	FMA:13319	cardiovascular	organ
Posterior auricular vein	right	FMA:50852	cardiovascular	organ
Right renal vein		FMA:14335	cardiovascular	organ
Left renal vein		FMA:14336	cardiovascular	organ
Left testicular vein		FMA:14345	cardiovascular	organ
Right testicular vein		FMA:14341	cardiovascular	organ
Node of ligamentum arteriosum		FMA:74033	lymphoid	organ
Node of arch of azygos vein		FMA:76843	lymphoid	organ
Spleen		FMA:7196	lymphoid	organ
Palatine tonsil	left	FMA:54974	lymphoid	organ
